rating_int,y_unit,psi,bin_count,alpha_prior,baseline_cum,u_logit_mu_sigma
71,0.7079207920792079,0.15825655671313543,258.0,23207.50482910688,0.06246697680971909,5.303304908059075
72,0.7178217821782178,0.15888681598116355,216.0,23207.50482910688,0.06309723607774721,5.303304908059075
73,0.7277227722772277,0.15951219600663846,144.0,23207.50482910688,0.06372261610322211,5.303304908059075
74,0.7376237623762376,0.16012921011047204,99.0,23207.50482910688,0.06433963020705569,5.303304908059075
75,0.7475247524752475,0.16074095964510815,86.0,23207.50482910688,0.06495137974169178,5.303304908059075
76,0.7574257425742574,0.16135116318834475,85.0,23207.50482910688,0.06556158328492839,5.303304908059075
77,0.7673267326732673,0.16196122150208625,72.0,23207.50482910688,0.0661716415986699,5.303304908059075
78,0.7772277227722773,0.16256972328357783,18.0,23207.50482910688,0.06678014338016146,5.303304908059075
79,0.7871287128712872,0.16317201767535933,23.0,23207.50482910688,0.06738243777194297,5.303304908059075
80,0.7970297029702971,0.1637748203703737,21.0,23207.50482910688,0.06798524046695734,5.303304908059075
81,0.806930693069307,0.16437740756355662,28.0,23207.50482910688,0.06858782766014027,5.303304908059075
82,0.8168316831683168,0.16498077829328975,13.0,23207.50482910688,0.06919119838987339,5.303304908059075
83,0.8267326732673267,0.1655824390628386,16.0,23207.50482910688,0.06979285915942224,5.303304908059075
84,0.8366336633663366,0.16618441957151778,10.0,23207.50482910688,0.07039483966810142,5.303304908059075
85,0.8465346534653465,0.1667857032128616,0.0,23207.50482910688,0.07099612330944524,5.303304908059075
86,0.8564356435643564,0.16738583555909503,3.0,23207.50482910688,0.07159625565567868,5.303304908059075
87,0.8663366336633663,0.1679863028701317,5.0,23207.50482910688,0.07219672296671534,5.303304908059075
88,0.8762376237623762,0.16858699739505584,0.0,23207.50482910688,0.0727974174916395,5.303304908059075
89,0.8861386138613861,0.16918712037164446,0.0,23207.50482910688,0.07339754046822809,5.303304908059075
90,0.8960396039603961,0.16978723749220503,0.0,23207.50482910688,0.07399765758878867,5.303304908059075
91,0.905940594059406,0.1703873546127656,0.0,23207.50482910688,0.07459777470934924,5.303304908059075
92,0.9158415841584159,0.1709874740757374,2.0,23207.50482910688,0.07519789417232102,5.303304908059075
93,0.9257425742574258,0.17158782075259665,0.0,23207.50482910688,0.0757982408491803,5.303304908059075
94,0.9356435643564357,0.17218794021556844,0.0,23207.50482910688,0.07639836031215208,5.303304908059075
95,0.9455445544554455,0.172788057336129,0.0,23207.50482910688,0.07699847743271265,5.303304908059075
96,0.9554455445544554,0.17338817445668958,0.0,23207.50482910688,0.07759859455327323,5.303304908059075
97,0.9653465346534653,0.173988300946895,8.0,23207.50482910688,0.07819872104347864,5.303304908059075
98,0.9752475247524752,0.1745893362926504,0.0,23207.50482910688,0.07879975638923405,5.303304908059075
99,0.9851485148514851,0.1751894627828558,0.0,23207.50482910688,0.07939988287943946,5.303304908059075
100,0.995049504950495,0.17578957990341637,0.0,23207.50482910688,0.08000000000000003,5.303304908059075
