ENGLISHword	POLISHword	NumberoflettersinPolish	Ciepło_M	Kompetencja_M	Ciepło_N	Kompetencja_N	subtlex_plfrequency	Kazojć2011frequency	partofspeach	NumberofLetters	Valence_N	Valence_MIN	Valence_MAX	Valence_M	Valence_SD	arousal_N	arousal_MIN	arousal_MAX	arousal_M	arousal_SD	dominance_N	dominance_MIN	dominance_MAX	dominance_M	dominance_SD	origin_N	origin_MIN	origin_MAX	origin_M	origin_SD	significance_N	significance_MIN	significance_MAX	significance_M	significance_SD	concretness_N	concretness_MIN	concretness_MAX	concretness_M	concretness_SD	imegability_N	imegability_MIN	imegability_MAX	imegability_M	imegability_SD	ageOfAquisition_N	ageOfAquisition_MIN	ageOfAquisition_MAX	ageOfAquisition_M	ageOfAquisition_SD	Valence_N_Female	Valence_MIN_Female	Valence_MAX_Female	Valence_M_Female	Valence_SD_Female	arousal_N_Female	arousal_MIN_Female	arousal_MAX_Female	arousal_M_Female	arousal_SD_Female	dominance_N_Female	dominance_MIN_Female	dominance_MAX_Female	dominance_M_Female	dominance_SD_Female	origin_N_Female	origin_MIN_Female	origin_MAX_Female	origin_M_Female	origin_SD_Female	significance_N_Female	significance_MIN_Female	significance_MAX_Female	significance_M_Female	significance_SD_Female	concretness_N_Female	concretness_MIN_Female	concretness_MAX_Female	concretness_M_Female	concretness_SD_Female	imegability_N_Female	imegability_MIN_Female	imegability_MAX_Female	imegability_M_Female	imegability_SD_Female	ageOfAquisition_N_Female	ageOfAquisition_MIN_Female	ageOfAquisition_MAX_Female	ageOfAquisition_M_Female	ageOfAquisition_SD_Female	Valence_N_Male	Valence_MIN_Male	Valence_MAX_Male	Valence_M_Male	Valence_SD_Male	arousal_N_Male	arousal_MIN_Male	arousal_MAX_Male	arousal_M_Male	arousal_SD_Male	dominance_N_Male	dominance_MIN_Male	dominance_MAX_Male	dominance_M_Male	dominance_SD_Male	origin_N_Male	origin_MIN_Male	origin_MAX_Male	origin_M_Male	origin_SD_Male	significance_N_Male	significance_MIN_Male	significance_MAX_Male	significance_M_Male	significance_SD_Male	concretness_N_Male	concretness_MIN_Male	concretness_MAX_Male	concretness_M_Male	concretness_SD_Male	imegability_N_Male	imegability_MIN_Male	imegability_MAX_Male	imegability_M_Male	imegability_SD_Male	ageOfAquisition_N_Male	ageOfAquisition_MIN_Male	ageOfAquisition_MAX_Male	ageOfAquisition_M_Male	ageOfAquisition_SD_Male	Ady	POSITIVITYmean	NEGEATIVITYmean	AUTOMATICITYmean	REFLECTIVENESSmean	SUBJECTIVESIGNIFICANCEmean	AROUSALmean	ambiVALmean	ambiORImean	ambiACTmean	CategoryambiACT	CategoryambiORI	CategoryambiVAL	V1
sperm	sperma	6	44,5714285714286	47,0384615384615	28	26	286	60	N	6	50	1	9	4,42	1,60471244801563	50	1	9	5,12	2,25551478354178	50	1	9	5,24	1,84678429842198	50	1	9	5,46	2,01230906053271	50	1	9	3,16	2,24390330469393	50	1	7	1,94	1,6087769470334	50	1	9	7,78	1,5556349186104	50	4	16	10,94	3,26646535545188	25	1	7	4,04	1,59373774505092	25	1	9	5,12	2,20454076850486	25	1	9	5,44	1,95959179422654	25	2	9	5,68	1,8645821694596	25	1	8	3,28	2,17025344142107	25	1	7	1,44	1,26095202129185	25	5	9	8,08	1,11504857891185	25	4	16	11,08	3,37786915081091	25	1	9	4,8	1,5545631755148	25	1	9	5,12	2,35088635766739	25	2	9	5,04	1,74355957741627	25	1	9	5,24	2,16564078277077	25	1	9	3,04	2,35372045918796	25	1	7	2,44	1,78138522878499	25	1	9	7,48	1,87349939951952	25	5	16	10,8	3,21455025366432	 	42,7	23,22	45,74	33,26	44,7	46,7	65,91	79	91,39	1	0,1	0,1	3475
mutation	mutacja	7	33,8571428571429	41,9285714285714	28	28	172	100	N	7	50	1	8	4,42	1,49952373391402	50	1	9	4,64	2,22013053486428	50	1	9	4,58	1,87453395568616	50	1	9	6,34	2,0860078071351	50	1	7	3,3	1,99233224014019	50	1	9	4,34	2,22793031071166	50	1	9	5,62	2,36375695425217	50	4	16	10,42	3,23305630344176	25	1	8	4,16	1,62480768092719	25	1	9	4,76	2,29637395328665	25	1	8	4,2	1,82574185835055	25	1	9	6,24	2,20378462347541	25	1	7	3,52	1,98158185969358	25	1	9	4,08	2,3259406699226	25	2	9	5,72	2,42418371141023	25	4	16	10,84	3,3	25	1	8	4,68	1,34536240470737	25	1	8	4,52	2,18174242292714	25	2	9	4,96	1,88148877222268	25	1	9	6,44	2,00166597280032	25	1	7	3,08	2,01907569612104	25	1	8	4,6	2,14087209644419	25	1	9	5,52	2,3473389188611	25	4	16	10	3,17542648054294	 	17,37	43,18	21,14	72,93	42,68	49,69	60,55	94,07	92,37	1	0,2	0,2	1824
distribution	rozkład	7	39,1111111111111	53,0689655172414	27	29	650	898	N	7	50	1	6	4,42	1,16215844225216	50	1	9	4,08	2,31974664344965	50	1	9	4,5	1,75254916376933	50	1	9	6,28	2,06071119088651	50	1	9	3,74	1,99806028386513	50	1	9	4,16	2,34181161339956	50	1	9	6,56	2,18678778493171	50	4	15	9,64	2,9606948991266	25	2	5	4,48	0,962635271879577	25	1	7	4,08	2,01907569612104	25	2	8	4,76	1,61451747177498	25	2	9	6,4	1,80277563773199	25	1	9	3,84	2,03469899493758	25	1	9	3,92	2,34378611083293	25	3	9	6,76	2,14631467093403	25	4	15	9,92	3,04028507435295	25	1	6	4,36	1,35030860670194	25	1	9	4,08	2,62868788561898	25	1	9	4,24	1,87705443004015	25	1	9	6,16	2,32163735324878	25	1	7	3,64	1,99749843554382	25	1	8	4,4	2,3629078131263	25	1	9	6,36	2,25240612087015	25	5	15	9,36	2,91376045686669	 	21,44	28,06	20,78	62,78	39,22	39,33	49,5	83,56	78,56	1	0,2	0,2	3155
opportunist	oportunista	11	52,0344827586207	54,6296296296296	29	27	18	14	N	11	48	1	7	4,4375	1,35122088214341	48	1	9	4,64583333333333	2,33829892100468	45	1	9	5,31111111111111	2,10866418532317	47	1	9	5,74468085106383	1,93893835929539	49	1	9	4,18367346938776	2,24233387890604	50	1	9	6,24	2,51979914975421	46	1	9	4,06521739130435	2,30364130997518	50	4	18	12,72	4,12577760141365	25	1	7	4,4	1,35400640077266	24	1	9	4,70833333333333	2,17653826995523	21	2	9	5,42857142857143	2,15804144008934	22	3	9	5,90909090909091	1,74326160944393	25	1	9	4,6	2,29128784747792	25	1	9	6,36	2,78208554864871	21	1	9	3,61904761904762	2,47943926072389	25	5	18	13,88	3,44383507154451	23	2	6	4,47826086956522	1,37740088630036	24	1	9	4,58333333333333	2,53525861242676	24	1	8	5,20833333333333	2,10546218548155	25	1	9	5,6	2,12132034355964	24	1	8	3,75	2,15184450707032	25	2	9	6,12	2,27888861801829	25	1	8	4,44	2,12289111041209	25	4	18	11,56	4,48218696620299	 	29,45	36,15	24,65	65,55	48,95	53	65,6	90,2	101,95	1	0,2	0,2	2301
barracks	koszary	7	31,2692307692308	42,1081081081081	26	37	86	384	N	7	50	1	9	4,44	1,60560243636881	50	1	9	4,72	2,39079868816823	50	1	9	5,02	2,07502151451841	50	1	9	6,38	1,87235527764212	50	1	8	2,82	2,01717118555584	50	1	8	2,96	2,30314780157904	50	1	9	6,7	2,04290709229644	50	3	18	10,38	3,42791660413406	25	1	5	3,96	1,27410099024109	25	1	7	3,68	1,90875177362939	25	1	6	3,84	1,43410831761993	25	2	9	6,24	1,94250697124446	25	1	8	3,2	2,41522945769824	25	1	7	1,36	1,25432584814845	25	1	9	8,04	2,05101600838869	25	3	14	6	2,41522945769824	25	2	8	4,52	1,22882057274445	25	1	8	3,52	1,96044212700435	25	1	6	3,8	1,47196014438797	25	1	9	5,76	2,00582485111072	25	1	7	2,76	1,78605710994918	25	1	4	1,84	1,02794292967395	25	1	9	7,44	2,10317220724631	25	3	13	6,96	3,15541861987703	 	19,25	49,75	27,15	49,75	25,6	58,45	69	76,9	84,05	0,2	0,2	0,2	1346
controlling	kontrolowanie	13	32,4838709677419	62,6	31	30	125	75	N	13	50	1	8	4,44	1,68013604891305	50	1	9	4,08	2,43142689273066	50	2	9	7,04	1,97907420120559	50	3	9	6,84	1,67039039797068	50	1	8	4,38	2,21211875534635	50	1	9	5,46	1,86492873420768	50	1	8	4,82	2,06713841444878	50	4	18	10,58	3,52883168502332	25	1	6	3,84	1,43410831761993	25	1	9	4,28	2,40693442647143	25	2	9	6,76	2,2781571499789	25	3	9	7,24	1,47986485869487	25	1	8	5	2,23606797749979	25	2	9	5,64	1,60416125540213	25	1	8	5	2,10158670215308	25	4	18	10,72	3,40978982734518	25	1	8	5,04	1,71949605020386	25	1	8	3,88	2,48864086065735	25	4	9	7,32	1,62583311976763	25	3	9	6,44	1,78138522878499	25	1	8	3,76	2,04694894904587	25	1	9	5,28	2,11187120819429	25	1	7	4,64	2,0591260281974	25	5	18	10,44	3,70899806776259	 	25,42	49,13	20,38	74,09	65,65	58,46	74,55	94,46	124,11	2	0,2	0,2	1312
bazooka	bazooka	7	33,2432432432432	49,1034482758621	37	29	54	7	N	7	46	1	8	4,45652173913043	1,68267672658285	45	1	9	5,13333333333333	2,58140201511434	47	1	8	6,08510638297873	1,90912895269069	47	1	9	5,53191489361702	2,19536135313991	47	1	7	2,74468085106383	1,91638342703332	47	1	9	2,25531914893617	2,24061409581491	44	1	9	6,90909090909091	2,38032811709472	48	3	18	10,3958333333333	3,72307116037932	21	1	7	4,04761904761905	1,59612626305661	20	1	9	4,85	2,70038983540486	23	1	8	5,69565217391304	2,32447027413473	22	1	9	5,5	2,24138562585949	23	1	7	2,69565217391304	1,98711262911555	23	1	7	1,65217391304348	1,58426052874043	21	1	9	6,0952380952381	2,60585421512336	24	3	18	10,7083333333333	4,01604571542778	25	2	8	4,8	1,70782512765993	25	1	9	5,36	2,51462389500564	24	2	8	6,45833333333333	1,35065738154383	25	1	9	5,56	2,2	24	1	6	2,79166666666667	1,88769854508114	24	1	9	2,83333333333333	2,63202132056031	23	1	9	7,65217391304348	1,9213796097448	24	4	17	10,0833333333333	3,46305553279014	 	30,12	42,27	22,94	52,61	33,24	53,76	72,39	75,55	87	0,2	0,2	0,2	123
moth	ćma	3	47,2142857142857	39,0689655172414	28	29	163	243	N	3	50	1	7	4,46	1,2969351627304	50	1	8	3,24	1,89047019310552	50	1	8	4,12	1,49338678232823	50	1	9	5,88	1,78016279925088	50	1	9	3,06	2,25343275552511	50	1	8	2,16	2,15103202568214	50	1	9	7,96	1,59027657715151	50	3	13	7,18	2,60054939250481	25	1	7	4,12	1,48099065943487	25	1	8	3,32	1,84210025061975	25	2	7	4,28	1,3699148392023	25	2	9	5,92	1,82391520270726	25	1	9	2,88	2,33309522594628	25	1	8	1,36	1,43990740443035	25	5	9	8,4	0,957427107756338	25	3	13	6,96	2,50798724079689	25	3	7	4,8	1	25	1	7	3,16	1,9723082923316	25	1	8	3,96	1,61967074843418	25	1	9	5,84	1,77200451466694	25	1	7	3,24	2,20378462347541	25	1	8	2,96	2,4576411454889	25	1	9	7,52	1,96044212700435	25	4	13	7,4	2,72335577306137	 	19,9	21,73	18,66	45,03	14,1	27,39	41,63	63,69	41,49	0	0	0	494
test	test	4	33,1851851851852	65,6785714285714	27	28	5163	768	N	4	50	1	6	4,46	0,994064014692274	50	1	9	4,68	2,30739715537942	50	2	9	5,3	1,65677335782046	50	2	9	7	2,0303814862217	50	1	9	3,78	2,19730818623745	50	1	9	4,02	2,67635146101127	50	1	9	6,72	2,09995140857291	50	3	14	7,72	2,73331674128032	25	1	6	4,56	1,08320512061813	25	1	9	5,4	2,3629078131263	25	2	9	5,4	1,84842275106824	25	2	9	7	1,89296944860009	25	1	9	4,2	2,46644143115812	25	1	8	2,96	2,37135685491099	25	2	9	7	2,12132034355964	25	3	12	7,2	2,04124145231932	25	2	5	4,36	0,907377172587747	25	1	8	3,96	2,05101600838869	25	3	9	5,2	1,47196014438797	25	2	9	7	2,19848432637882	25	1	7	3,36	1,84571575998762	25	1	9	5,08	2,58069758011279	25	1	9	6,44	2,08326666559997	25	3	14	8,24	3,24396876269383	 	15,6	62,36	19,24	91,2	78,6	68,44	77,96	110,44	147,04	2	0,2	0,2	3862
party	partia	6	37,1071428571429	50,4333333333333	28	30	739	1270	N	6	50	1	8	4,46	1,45980149615051	50	1	8	3,72	1,99017997340206	50	2	8	5,32	1,53117268651134	50	1	9	6,36	2,04799553570942	50	1	9	3,36	2,07767531002261	50	1	9	4	2,44948974278318	50	1	9	5,44	2,5647532403086	50	3	17	10,74	3,25645356114875	25	1	8	4,4	1,58113883008419	25	1	8	3,72	2,05182845286832	25	2	8	5,08	1,5790292376436	25	3	9	6,36	1,77670106283152	25	1	9	3,6	2,32737334062816	25	1	8	3,96	2,42349609723914	25	2	9	5,72	2,35442845152137	25	3	16	11,16	3,02324329156619	25	2	8	4,52	1,35769412362775	25	1	8	3,72	1,96892525674965	25	2	8	5,56	1,4742229591664	25	1	9	6,36	2,32522400354604	25	1	7	3,12	1,81015653098473	25	1	9	4,04	2,52454616383487	25	1	9	5,16	2,77908857961263	25	6	17	10,32	3,4847285881878	 	21,15	42,21	26,61	61,96	47,43	58,03	63,36	88,57	105,46	1	0,2	0,2	2422
margin	margines	8	34,8214285714286	53,9642857142857	28	28	104	265	N	8	50	3	7	4,46	0,952119011597236	50	1	8	3,1	2,02282889407233	50	1	6	3,56	1,54073928716717	50	1	9	6,36	1,81557884175054	50	1	8	3,5	2,27003551172439	50	1	9	3,16	2,44415170376562	50	1	9	6,9	2,03289278153682	50	3	15	8,76	3,12043952948024	25	3	5	4,4	0,707106781186547	25	1	8	3,28	2,11187120819429	25	1	6	3,84	1,51877143331927	25	1	9	6,44	1,93821223468088	25	1	8	3,8	2,43241991988774	25	1	5	2,12	1,26885775404495	25	3	9	7,32	1,95192212959431	25	3	15	9,04	3,49380403953437	25	3	7	4,52	1,15902257671425	25	1	8	2,92	1,95618676681616	25	1	6	3,28	1,54164414397962	25	1	9	6,28	1,72046505340853	25	1	7	3,2	2,10158670215308	25	1	9	4,2	2,88675134594813	25	1	9	6,48	2,06397674405503	25	5	14	8,48	2,74043792120894	 	16,3	45,91	31,3	48,64	31,73	37,91	62,22	79,94	69,64	0	0	0,2	1650
skeleton	szkielet	8	34,8709677419355	51,3703703703704	31	27	437	1012	N	8	50	2	8	4,46	1,37336173274909	50	1	9	3,94	2,44456915781635	50	1	9	4,66	1,7912485669419	50	1	9	5,84	1,77694992062471	50	1	8	3,9	2,31455024943138	50	1	8	2,22	1,81028805916154	50	1	9	7,98	1,68413970044419	50	3	18	9,12	3,36633998549748	25	2	8	4,48	1,55777619273972	25	1	9	3,6	2,53311402559511	25	2	9	4,8	1,91485421551268	25	3	9	6,04	1,33790881602597	25	1	8	3,92	2,34378611083293	25	1	6	1,56	1,29357386079548	25	3	9	8,24	1,42243921955679	25	3	14	8,72	2,77668867538296	25	2	7	4,44	1,19303534454489	25	1	8	4,28	2,35442845152137	25	1	9	4,52	1,68621864932557	25	1	9	5,64	2,13853532431273	25	1	8	3,88	2,33309522594628	25	1	8	2,88	2,02731349327133	25	1	9	7,72	1,90438091427809	25	5	18	9,52	3,88501394248892	 	21,2	43,87	18,73	68,6	32,8	31,4	65,07	87,33	64,2	0	0,2	0,2	3676
surgery	chirurgia	9	44,0769230769231	83,0357142857143	26	28	211	68	N	9	50	1	8	4,46	1,61889355009235	50	1	9	5	2,57142857142857	50	1	9	6,08	1,65171524946224	50	1	9	7,48	1,74074813848318	50	1	8	4,04	2,04998755596024	50	1	7	3,2	1,92724822331886	50	1	9	6,98	1,93243000242847	50	4	17	10,44	3,20815287945559	25	1	8	4,52	1,91746360243595	25	1	9	5,08	2,49866631092135	25	4	9	6,52	1,50332963783729	25	3	9	7,4	1,70782512765993	25	1	8	4,6	2,16024689946929	25	1	6	2,52	1,73493515728975	25	4	9	7,28	1,62069943748576	25	4	15	10,44	3,02875111776015	25	2	7	4,4	1,29099444873581	25	1	9	4,92	2,69134414992459	25	1	9	5,64	1,70489491367259	25	1	9	7,56	1,80462369115189	25	1	7	3,48	1,80554700852678	25	1	7	3,88	1,9	25	1	9	6,68	2,19317121994613	25	5	17	10,44	3,44093010681705	 	32,63	48,54	35,92	77	65,17	58,42	81,17	112,92	123,58	2	1	0,2	354
caterpillar	gąsienica	9	52,9032258064516	45,1481481481482	31	27	80	85	N	9	50	1	7	4,46	1,38814220291374	50	1	8	3,3	2,0922597879824	50	2	8	4,56	1,34255315708237	50	1	9	5,86	1,85175041294358	50	1	6	2,26	1,48200085378256	50	1	8	1,96	1,88398188820966	50	1	9	7,66	1,90177146205257	50	3	12	7,48	2,19684374705612	25	1	7	4,12	1,53622914957372	25	1	8	3,36	2,3783747952471	25	2	8	4,56	1,29357386079548	25	3	9	5,92	1,60519988371127	25	1	6	2,24	1,45143607047182	25	1	5	1,28	0,890692614392492	25	4	9	8	1,52752523165195	25	3	12	7,36	2,13853532431272	25	3	7	4,8	1,15470053837925	25	1	7	3,24	1,80923556601492	25	2	8	4,56	1,41656862405839	25	1	9	5,8	2,10158670215308	25	1	6	2,28	1,54164414397962	25	1	8	2,64	2,343074902772	25	1	9	7,32	2,19317121994613	25	4	12	7,6	2,29128784747792	 	37,33	19,11	30,11	39,44	17,11	15,72	56,44	69,56	32,83	0	0	0,1	836
obscenity	sprośność	9	44,5714285714286	28,9354838709677	28	31	14	17	N	9	50	1	9	4,46	1,75208330805568	50	1	9	5,34	1,99601644097764	50	1	8	4,68	1,73134370371921	50	1	9	4,3	2,0528725518857	50	1	8	3,1	2,14998813475606	50	3	9	6,48	1,52850467143946	50	1	9	5,34	2,31772231613148	50	5	16	12,12	2,96675456569316	25	1	9	4,16	1,72433562085034	25	2	8	5,68	1,67630546142402	25	2	8	5	1,70782512765993	25	2	9	4,72	1,92613602842582	25	1	8	3,4	2,12132034355964	25	3	9	6,4	1,44337567297406	25	2	9	5,8	2,19848432637882	25	5	16	12,48	2,97377425729212	25	2	8	4,76	1,76257387552031	25	1	9	5	2,25462487641145	25	1	8	4,36	1,72916164657906	25	1	9	3,88	2,12759645296439	25	1	8	2,8	2,17944947177034	25	3	9	6,56	1,6350331291241	25	1	9	4,88	2,38607068908977	25	7	16	11,76	2,97601523293592	 	92,06	13,82	79,32	27,5	88,62	62,3	105,88	106,82	150,92	2	0,1	0,1	3509
gout	dna	3	40,5862068965517	61,4137931034483	29	29	5735	3308	N	3	48	1	8	4,47916666666667	1,12966919152002	50	1	8	3,5	2,07265973264956	50	1	9	4,22	1,74133422925043	50	1	9	6,28	1,81872348146738	50	1	9	3,72	2,31269786798264	48	1	9	3,3125	2,28925566273444	47	1	9	5,68085106382979	2,31353656419291	47	3	17	10,7659574468085	3,85166686647791	25	1	8	4,24	1,39283882771841	25	1	7	3,72	2,11187120819429	25	1	9	4,32	1,74928556845359	25	2	9	6,2	1,70782512765993	25	1	7	3,28	2,05182845286832	24	1	6	2,625	1,78915816978873	23	2	9	5,95652173913044	2,40223874503395	22	3	17	11,4090909090909	4,34970268178337	23	3	6	4,73913043478261	0,688700443150182	25	1	8	3,28	2,05182845286832	25	1	8	4,12	1,76351920885484	25	1	9	6,36	1,955334583475	25	1	9	4,16	2,51130776024498	24	1	9	4	2,55376959227625	24	1	9	5,41666666666667	2,24415504902357	25	4	17	10,2	3,34165627596057	 	23,95	35,3	26,85	81,28	46,83	26,89	59,25	108,13	73,72	0,1	0,2	0,2	541
knife	nóż	3	30,0833333333333	38,7692307692308	24	26	4352	6977	N	3	50	1	8	4,48	1,52850467143946	50	1	9	5,08	2,32852760694962	50	1	9	5,96	1,95834165579358	50	1	9	6,18	2,16361375707309	50	1	9	3,72	2,25913113151666	50	1	6	1,52	1,1647895491794	50	1	9	8,32	1,50427960926722	49	3	15	6,69387755102041	3,36776435260751	25	1	8	4,32	1,84210025061975	25	1	9	5,52	2,12367605815953	25	1	8	5,44	2,12289111041209	25	1	9	6,56	2,04287379280594	25	1	8	3,44	1,93821223468088	25	1	4	1,12	0,6	25	7	9	8,64	0,7	25	3	15	6,48	3,46554469023269	25	2	7	4,64	1,15036226178249	25	1	8	4,64	2,48126311919286	25	2	9	6,48	1,66132477258361	25	1	9	5,8	2,25462487641145	25	1	9	4	2,54950975679639	25	1	6	1,92	1,44106442141449	25	1	9	8	1,97905701450632	24	3	15	6,91666666666667	3,32208246195936	 	13,21	58,95	17,53	37,11	21,16	55,05	72,16	54,63	76,21	0,2	0	0,2	2107
sickle	sierp	5	26,5	45,4193548387097	28	31	87	378	N	5	50	1	7	4,48	1,26555626230572	50	1	9	4,72	2,37366503835013	50	1	9	5,48	1,55497883705003	50	1	9	5,86	1,86273882183395	50	1	7	2,54	1,5011560171265	50	1	8	1,76	1,46468635634015	49	1	9	7,77551020408163	1,8058389800225	50	4	18	10,98	3,72794192825051	25	1	7	4,44	1,4742229591664	25	1	9	4,96	2,50798724079689	25	1	8	5,32	1,51986841535707	25	4	9	6,24	1,56204993518133	25	1	5	2,2	1,35400640077266	25	1	4	1,44	0,869865890046659	24	2	9	7,66666666666667	1,88048714009375	25	4	17	10,8	3,73050488093323	25	2	6	4,52	1,04562580942387	25	1	9	4,48	2,25684145064143	25	3	9	5,64	1,60416125540213	25	1	9	5,48	2,08406653764541	25	1	7	2,88	1,58954920234218	25	1	8	2,08	1,84661853126194	25	1	9	7,88	1,76351920885484	25	4	18	11,16	3,79341534767813	 	19,96	47,82	21	54,63	26,36	44,82	67,79	75,63	71,18	0,2	0,2	0,2	3348
wig	peruka	6	58,5	49,7857142857143	30	28	235	179	N	6	50	2	7	4,48	0,95276182860189	50	1	9	3,34	1,91247248879772	49	1	7	4,34693877551021	1,42230769655285	50	1	9	5,86	2,06041406577634	50	1	8	2,9	2,12132034355964	49	1	9	1,93877551020408	1,90840425558137	50	1	9	7,94	1,6087769470334	49	3	17	9,44897959183674	3,32328417188101	25	2	7	4,4	1,11803398874989	25	1	9	3,84	2,03469899493758	24	2	7	4,54166666666667	1,41357292199487	25	2	9	6,04	1,85921130231791	25	1	8	2,92	2,1	25	1	8	1,44	1,50222057856583	25	3	9	8,08	1,49777612924406	25	3	16	9,2	3,14907393794853	25	3	7	4,56	0,768114574786861	25	1	6	2,84	1,67531091641721	25	1	7	4,16	1,43410831761993	25	1	9	5,68	2,26789182575654	25	1	8	2,88	2,1855586623714	24	1	9	2,45833333333333	2,16652730878476	25	1	9	7,8	1,73205080756888	24	5	17	9,70833333333334	3,54448949738907	 	29,39	35,7	36,59	45	28,21	27,59	65,09	81,59	55,8	0	0,1	0,2	2465
discount	zniżka	6	66,5384615384615	54,9655172413793	26	29	74	17	N	6	50	1	7	4,48	1,01498969533324	50	1	9	4,26	2,27506447542634	50	2	7	4,28	1,53914898298922	50	2	9	5,8	1,93780856660722	50	1	9	4,1	2,32335085247008	50	1	8	4,88	1,86962835988376	50	1	9	4,9	2,58133014279895	50	3	16	8,18	3,02836926548981	25	5	9	7	1,25830573921179	25	1	8	3,88	2,12759645296439	25	2	9	5,88	1,92180470738661	25	1	9	5,84	2,37486841740758	25	1	8	3,76	2,29637395328664	25	1	9	3,64	2,51462389500564	25	2	9	6,4	2,27303028283098	25	4	14	9,12	2,50532765654847	25	3	9	6,64	1,46855938479405	25	1	9	4,04	2,22635726393287	25	2	8	4,68	1,46401275039985	25	1	9	5,64	1,97652894404981	25	1	8	4,08	2,28983259941275	24	1	9	5,25	2,30783165688525	25	1	8	5,36	2,19620885467055	25	5	16	9,68	3,09192496674806	 	87,44	10,75	55,63	54,69	55,75	70,63	98,19	110,31	126,38	2	1	0,1	4801
tendon	ścięgno	7	46,28125	58,6428571428572	32	28	68	61	N	7	50	2	6	4,48	0,908912784033535	50	1	8	3,58	2,09069854550178	50	2	7	4,9	1,19948968741048	50	1	9	6,12	2,07649626406933	50	1	8	3,26	2,19284550950846	49	1	9	2,30612244897959	2,24725834474526	50	1	9	6,52	2,2245384754082	50	4	17	10,94	3,59370197394706	25	2	5	4,28	1,02143689640297	25	1	8	3,56	2,23755819291179	25	2	7	4,92	1,35154232884755	25	1	9	6,68	1,93045763140937	25	1	8	3	2,25462487641145	24	1	4	1,58333333333333	1,0179547554081	25	1	9	6,48	2,16256021110781	25	4	17	11,56	3,46506373197762	25	2	6	4,68	0,748331477354788	25	1	7	3,6	1,97905701450632	25	2	7	4,88	1,05356537528527	25	1	9	5,56	2,10317220724631	25	1	8	3,52	2,14320632075713	25	1	9	3	2,84312035153866	25	1	9	6,56	2,32880512996114	25	4	17	10,32	3,68239052790439	 	15,8	30,76	11,24	74,04	44,48	30,52	46,56	85,28	75	0,1	0,2	0,2	3738
witch	czarownica	10	51,4137931034483	53	29	28	470	1712	N	10	50	1	9	4,48	1,84324469900449	50	1	9	4,76	2,33482945232164	50	2	9	5,9	1,70533376947333	50	1	9	4,76	2,40373858472037	50	1	9	3,56	2,51655741529769	50	1	9	4,62	2,77665192603743	50	1	9	7,8	1,86262925862933	50	3	10	6,42	2,11013105309232	25	1	9	4,68	2,26789182575654	25	2	8	5,44	1,82756668824971	25	3	9	6,24	1,64012194668567	25	1	9	5,08	2,27156333832011	25	1	9	3,04	2,35372045918796	25	1	9	4,16	3,104834939252	25	3	9	8,32	1,37598449603669	25	3	10	6,04	2,00997512422418	25	2	7	4,28	1,3076696830622	25	1	9	4,08	2,61278905896872	25	2	9	5,56	1,73397424048533	25	1	9	4,44	2,53442958736938	25	1	9	4,08	2,61278905896872	25	1	8	5,08	2,37907545067406	25	1	9	7,28	2,15096877398689	25	4	10	6,8	2,17944947177034	 	42,2	42,6	34	47,2	23,45	61,7	84,8	81,2	85,15	0,2	0	2	460
impetuosity	zapalczywość	12	37,1071428571429	56,1923076923077	28	26	4	51	N	12	50	2	8	4,48	1,19931953496088	49	1	9	4,38775510204082	2,36128784185852	50	2	8	5,7	1,79852547314488	48	1	9	4,77083333333333	2,17568363756777	50	1	9	4,04	2,34703460319004	49	1	9	6,26530612244898	2,04914118396872	50	1	9	4,56	2,51655741529769	49	5	17	12,3265306122449	3,28118217455006	25	5	9	7,12	1,12989675044522	25	1	7	3,72	1,88237438713273	25	3	8	5,76	1,33166562369588	25	1	9	4,48	2,14320632075713	25	1	9	4,72	2,35442845152137	25	1	8	3,72	1,94764815439887	25	2	9	6,68	2,28619042659763	25	3	12	6,6	2,61406452355969	25	4	8	6,48	1,19443152447793	25	1	8	3,68	2,03551795210294	25	3	9	5,2	1,38443731048635	25	1	9	4,84	2,0952326839757	25	1	8	3,8	2,23606797749979	25	1	9	4,84	2,77908857961263	25	1	9	5,28	2,70061721340388	25	4	12	6,88	2,58714772159097	 	27,04	45,83	63,57	34,58	45,91	77,74	72,87	98,15	123,65	1	0,1	0,2	4598
gap	luka	4	35,4516129032258	34,6071428571429	31	28	424	260	N	4	50	2	7	4,5	0,994884876941723	50	1	7	3,12	1,74543135420586	50	1	9	4,14	1,49843455727936	50	1	9	5,68	2,19870091515097	50	1	7	2,84	1,53010603874239	50	1	9	3,62	2,21211875534635	50	1	9	5,98	2,3775308749256	50	4	15	9,42	3,05787708139126	25	2	7	4,52	1,0847426730182	25	1	6	3,36	1,70489491367259	25	2	6	3,84	1,17898261225516	25	1	9	5,72	2,26421435969889	25	1	7	3,24	1,66533279957291	25	1	7	3,08	1,99833263830958	25	2	9	6,16	2,40970260959038	25	4	15	8,96	3,20780298646909	25	3	6	4,48	0,918331820930394	25	1	7	2,88	1,78699002049069	25	1	9	4,44	1,73397424048533	25	1	9	5,64	2,17715410570772	25	1	6	2,44	1,29357386079548	25	1	9	4,16	2,32163735324878	25	1	9	5,8	2,38047614284762	25	4	15	9,88	2,89136645896019	 	18,04	39,78	22,96	54,04	27,61	31,92	57,82	77	59,53	0	0,2	0,2	1554
