,POLISHword,Ciepło_M,Kompetencja_M,Valence_M,arousal_M,dominance_M,origin_M,significance_M,concretness_M,imegability_M,ageOfAquisition_M,AUTOMATICITYmean,NumberofLetters,Kazojć2011frequency,cond_arousal,cond_origin
74,polder,-0.6771302932885196,-0.44202976746706685,-0.04961951387728639,-1.5431956713306938,0.3671912758933965,0.17368632233529763,-0.5306509312712628,-0.339623949625168,-1.8786894798333669,0.5707092853886492,-0.6639027576026835,-0.2993873819257222,-1.6597209231492145,-1.0,-1.0
75,rozmiar,-0.4022150363159547,0.34458430210692764,-0.028630191976100075,-0.5183800143371212,0.24035219708209563,0.993147047613103,0.8371984115772128,0.2741901296935842,-0.896288941215835,-0.3662956135275409,-0.44779733292799234,0.11174207563772375,0.14392991267796607,0.0,1.0
76,głębia,0.11451531291007047,0.39277890481306277,0.12878972228284105,-0.27031950078610983,-0.16130488582035662,-0.15409796777581922,0.8142250000087186,1.141342019931165,0.011309525933359179,0.5260900044878781,1.0206420208864602,-0.2993873819257222,-0.13583383684517195,0.0,0.0
77,gromada,0.5075140940194411,0.29624497086412854,0.23898366226410017,-0.089911854567193,0.0500935788651448,0.09530312252612065,-1.0006745139023565,-0.10079447149023453,-0.24271220248157363,0.31414842020921663,0.132873752763006,0.11174207563772375,0.6815083618155013,0.0,-1.0
78,zysk,1.0441804331071511,1.3044434398910005,1.3251810706507927,0.22580152631591183,1.699001603412054,1.7164102094887281,1.5264007586320516,0.7194843435993686,-1.1393956734879405,0.6376382067398061,0.3016874086030695,-1.121646297052614,0.37497133300803803,1.0,1.0
79,sabat,-0.33938601995098894,0.09260933535228762,-0.4221799776234525,0.14029581899340787,-0.09788534641470667,0.5172490487716402,-1.0761585804845577,0.931848071820819,-0.765942352848661,1.4742497236292618,0.1376627926449935,-0.710516839489168,0.5505202129024557,1.0,0.0
80,protest,-0.32287972087810235,-0.162501071771459,-0.7826394547633138,1.0150849785236746,0.5997295870474476,0.07036301349592611,1.066932527262159,0.7429208811733573,0.2382091427206579,0.47031590336191464,1.5929322867839808,0.11174207563772375,0.35299151989245864,1.0,-1.0
81,kapusta,0.35173316006365696,-0.4403509164418699,0.16027370513462927,-1.375316333876978,-0.4784025828486083,0.5442250850696124,-1.299328864292786,-0.9679463617278151,1.1296004943850446,-1.4260035349208515,-0.2149302686663443,0.11174207563772375,-0.3454919645659661,-1.0,1.0
82,torba,0.5037049480795428,0.12835986834424654,0.2704676451158884,-0.969399129884414,0.19807250414499536,0.22000366767709004,-0.40336581312149644,-1.0499742432367754,0.9675293395369748,-1.3813842540200805,-0.2478549178550094,-0.710516839489168,0.22012038521711658,-1.0,0.0
83,rutyna,-0.07073883479201519,0.8145902248942787,-1.2092795489181571,-1.6459278032053535,-1.0703182839680123,0.6938657392507752,0.10204924138538547,1.0944689447831877,-1.7066447154561868,1.1061406561979013,-0.6920383669093606,-0.2993873819257222,-0.45907485959182903,-1.0,-1.0
