,POLISHword,Ciepło_M,Kompetencja_M,Valence_M,arousal_M,dominance_M,origin_M,significance_M,concretness_M,imegability_M,ageOfAquisition_M,AUTOMATICITYmean,NumberofLetters,Kazojć2011frequency,cond_val,cond_origin
81,owsianka,1.0986935438914534,0.046718967683364414,-0.13882413195735852,-1.2625615549901548,-0.4784025828486083,-0.2787985129267886,-0.587153105669453,-0.9679463617278151,0.7892510692040969,-0.6228564787069739,-0.24007272804677937,0.5228715332011696,-0.8478464699599411,-1.0,-1.0
82,ślina,-0.6698582874032638,0.13712886700265092,-0.6268258661600756,-0.8115424394428619,-0.6686612010655602,0.045422904465732675,-1.36824909899827,-0.9562280929408208,0.8216653001737111,-0.8910369482876477,0.0203313155362973,-0.710516839489168,0.3051187977168544,-1.0,0.0
83,żółtaczka,-0.9587690212196527,-1.3785588241846918,-2.106573060194121,1.0376359343010397,-1.387415980996264,0.2948239947676725,0.07907582981689083,-0.08907620270324018,-0.4749039386108517,1.0057472741711666,-1.9000736771407367,0.9340009907646155,-1.5853507831656002,-1.0,1.0
84,chusta,0.5374618620986311,0.2565221564286202,0.3491776022453586,-1.0145010414391433,-0.5418221222542592,0.269883885737478,-1.1385149833133237,-0.7804540611359057,1.0161506859913956,-0.9017269843367924,-1.0494204681026866,-0.2993873819257222,-0.22888599291851972,0.0,-1.0
85,pakowanie,0.0013209224509083887,0.2714657754441285,0.2232416708382057,-0.06736089878982833,0.4306108152990465,0.36964432185825397,-0.17363169743655013,0.25075359211959547,0.18958779626623712,-0.6005468382565884,0.2154846907272925,0.9340009907646155,-0.4551227157301326,0.0,0.0
86,jarzmo,-0.597138228550683,-0.8159938333301123,-0.8301599220778719,0.37520160834095295,-1.5418662878481182,0.07686912889511076,0.0725119979401729,0.4473009185923669,-2.3264841933853346,1.89221400798544,-1.1398135958752027,-0.2993873819257222,-0.20401500751066048,0.0,1.0
87,szafir,0.5514657779413279,-0.6277976313535782,1.0103412421329105,-0.6762367047786738,1.1916452881668516,-0.45337927613814705,-0.3344455784160126,-1.0148194368757923,0.2699618587725266,1.1172954764230936,0.345986027511455,-0.2993873819257222,-0.34231333439240486,1.0,-1.0
88,jezioro,-0.012434326776496906,0.2731607692676448,1.3251810706507927,-1.3302144223222487,0.02895373239659419,0.09530312252612065,0.3317833570703313,-0.9679463617278151,1.2754645337483077,-1.359074613569695,0.8943310939990368,0.11174207563772375,1.1216633680467583,1.0,0.0
89,fajerwerki,0.546452030293942,-0.5117020850128177,1.1520191649659572,1.5563079171804266,0.9168272840756994,-1.0519418928628017,-0.40336581312149644,-0.8742002114318603,1.259257418263501,-0.845952883210829,1.2594953850005925,1.3451304483280615,-0.058772756430113544,1.0,1.0
90,mimoza,-0.46381812065428857,-0.03742667039414488,-0.6355714169522383,-1.4122178978762985,-1.2417859275462495,-0.4062701813033333,-1.3378248512453947,0.18630311379112674,-1.456027368691119,2.6171897651644116,-0.16763849983171664,-0.2993873819257222,-1.1022668431696347,-1.0,-1.0
91,kciuk,0.9923815094656876,0.5944658739563715,0.09730573943105282,-0.9242972183296847,0.3037717364877465,-0.05433753165504327,-0.5412062825324637,-0.9445098241538264,1.2106360718090796,-1.01327518658872,-0.6489370079714721,-0.710516839489168,0.4593932817477987,-1.0,0.0
