,0,1,2,3,4,5
19443,10,vector,trustworthy,4,"('10', 'vector', 'trustworthy', '4')",25.6
19444,46,vector,trustworthy,0,"('46', 'vector', 'trustworthy', '0')",59.79
19445,28,vector,trustworthy,2,"('28', 'vector', 'trustworthy', '2')",44.37
19446,1,flow,trustworthy,0,"('1', 'flow', 'trustworthy', '0')",1.74
19447,19,vector,trustworthy,3,"('19', 'vector', 'trustworthy', '3')",44.91
19448,40,vector,trustworthy,4,"('40', 'vector', 'trustworthy', '4')",21.18
19449,0,vector,trustworthy,4,"('0', 'vector', 'trustworthy', '4')",54.96
19450,28,vector,attractive,2,"('28', 'vector', 'attractive', '2')",41.42
19451,15,flow,attractive,4,"('15', 'flow', 'attractive', '4')",91.42
19452,47,vector,attractive,1,"('47', 'vector', 'attractive', '1')",29.76
19453,31,flow,attractive,0,"('31', 'flow', 'attractive', '0')",60.59
19454,33,flow,attractive,2,"('33', 'flow', 'attractive', '2')",39.68
19455,41,flow,attractive,0,"('41', 'flow', 'attractive', '0')",29.36
19456,21,flow,attractive,0,"('21', 'flow', 'attractive', '0')",28.28
19457,43,flow,attractive,2,"('43', 'flow', 'attractive', '2')",49.33
19458,7,vector,attractive,1,"('7', 'vector', 'attractive', '1')",19.17
19459,5,flow,attractive,4,"('5', 'flow', 'attractive', '4')",80.83
19460,49,vector,attractive,3,"('49', 'vector', 'attractive', '3')",39.81
19461,17,vector,attractive,1,"('17', 'vector', 'attractive', '1')",18.23
19462,14,flow,attractive,3,"('14', 'flow', 'attractive', '3')",26.41
19463,12,flow,attractive,1,"('12', 'flow', 'attractive', '1')",29.89
19464,29,vector,attractive,3,"('29', 'vector', 'attractive', '3')",39.54
19465,9,vector,attractive,3,"('9', 'vector', 'attractive', '3')",38.47
19466,0,vector,attractive,4,"('0', 'vector', 'attractive', '4')",24.93
19467,40,vector,attractive,4,"('40', 'vector', 'attractive', '4')",37.53
19468,32,flow,attractive,1,"('32', 'flow', 'attractive', '1')",21.31
19469,25,flow,attractive,4,"('25', 'flow', 'attractive', '4')",36.46
19470,35,flow,attractive,4,"('35', 'flow', 'attractive', '4')",43.16
19471,34,flow,attractive,3,"('34', 'flow', 'attractive', '3')",26.94
19472,36,vector,attractive,0,"('36', 'vector', 'attractive', '0')",4.02
19473,23,flow,attractive,2,"('23', 'flow', 'attractive', '2')",64.48
19474,10,vector,attractive,4,"('10', 'vector', 'attractive', '4')",70.24
19475,1,flow,attractive,0,"('1', 'flow', 'attractive', '0')",71.31
19476,48,vector,attractive,2,"('48', 'vector', 'attractive', '2')",67.69
19477,4,flow,attractive,3,"('4', 'flow', 'attractive', '3')",67.29
19478,2,flow,attractive,1,"('2', 'flow', 'attractive', '1')",63.54
19479,42,flow,attractive,1,"('42', 'flow', 'attractive', '1')",56.03
19480,39,vector,attractive,3,"('39', 'vector', 'attractive', '3')",68.23
19481,20,vector,attractive,4,"('20', 'vector', 'attractive', '4')",53.49
19482,11,flow,attractive,0,"('11', 'flow', 'attractive', '0')",86.06
19483,26,vector,attractive,0,"('26', 'vector', 'attractive', '0')",59.92
19484,44,flow,attractive,3,"('44', 'flow', 'attractive', '3')",83.51
19485,45,flow,attractive,4,"('45', 'flow', 'attractive', '4')",80.03
19486,16,vector,attractive,0,"('16', 'vector', 'attractive', '0')",49.33
19487,3,flow,attractive,2,"('3', 'flow', 'attractive', '2')",63.4
19488,24,flow,attractive,3,"('24', 'flow', 'attractive', '3')",41.69
19489,22,flow,attractive,1,"('22', 'flow', 'attractive', '1')",49.06
19490,13,flow,attractive,2,"('13', 'flow', 'attractive', '2')",37.4
19491,18,vector,attractive,2,"('18', 'vector', 'attractive', '2')",45.58
19492,8,vector,attractive,2,"('8', 'vector', 'attractive', '2')",42.63
19493,6,vector,attractive,0,"('6', 'vector', 'attractive', '0')",22.25
19494,19,vector,attractive,3,"('19', 'vector', 'attractive', '3')",66.62
19495,37,vector,attractive,1,"('37', 'vector', 'attractive', '1')",54.83
19496,46,vector,attractive,0,"('46', 'vector', 'attractive', '0')",31.37
19497,38,vector,attractive,2,"('38', 'vector', 'attractive', '2')",64.08
19498,27,vector,attractive,1,"('27', 'vector', 'attractive', '1')",54.83
19499,30,vector,attractive,4,"('30', 'vector', 'attractive', '4')",50.0
19500,46,vector,trustworthy,2,"('46', 'vector', 'trustworthy', '2')",30.97
19501,20,flow,trustworthy,1,"('20', 'flow', 'trustworthy', '1')",55.36
19502,47,vector,trustworthy,3,"('47', 'vector', 'trustworthy', '3')",53.49
19503,7,vector,trustworthy,3,"('7', 'vector', 'trustworthy', '3')",40.08
19504,13,flow,trustworthy,4,"('13', 'flow', 'trustworthy', '4')",61.8
19505,10,flow,trustworthy,1,"('10', 'flow', 'trustworthy', '1')",34.85
19506,45,vector,trustworthy,1,"('45', 'vector', 'trustworthy', '1')",74.93
19507,44,vector,trustworthy,0,"('44', 'vector', 'trustworthy', '0')",34.05
19508,34,vector,trustworthy,0,"('34', 'vector', 'trustworthy', '0')",56.3
19509,28,vector,trustworthy,4,"('28', 'vector', 'trustworthy', '4')",64.75
19510,24,vector,trustworthy,0,"('24', 'vector', 'trustworthy', '0')",41.82
19511,30,flow,trustworthy,1,"('30', 'flow', 'trustworthy', '1')",67.96
19512,19,flow,trustworthy,0,"('19', 'flow', 'trustworthy', '0')",66.09
19513,8,vector,trustworthy,4,"('8', 'vector', 'trustworthy', '4')",69.57
19514,29,flow,trustworthy,0,"('29', 'flow', 'trustworthy', '0')",59.52
19515,4,vector,trustworthy,0,"('4', 'vector', 'trustworthy', '0')",54.83
19516,39,flow,trustworthy,0,"('39', 'flow', 'trustworthy', '0')",72.65
19517,2,flow,trustworthy,3,"('2', 'flow', 'trustworthy', '3')",80.03
19518,38,vector,trustworthy,4,"('38', 'vector', 'trustworthy', '4')",54.42
19519,0,flow,trustworthy,1,"('0', 'flow', 'trustworthy', '1')",80.97
19520,11,flow,trustworthy,2,"('11', 'flow', 'trustworthy', '2')",66.09
19521,33,flow,trustworthy,4,"('33', 'flow', 'trustworthy', '4')",80.16
19522,15,vector,trustworthy,1,"('15', 'vector', 'trustworthy', '1')",59.92
19523,49,flow,trustworthy,0,"('49', 'flow', 'trustworthy', '0')",76.01
19524,48,vector,trustworthy,4,"('48', 'vector', 'trustworthy', '4')",25.87
19525,6,vector,trustworthy,2,"('6', 'vector', 'trustworthy', '2')",59.38
19526,1,flow,trustworthy,2,"('1', 'flow', 'trustworthy', '2')",67.29
19527,16,vector,trustworthy,2,"('16', 'vector', 'trustworthy', '2')",73.46
19528,35,vector,trustworthy,1,"('35', 'vector', 'trustworthy', '1')",57.51
19529,25,vector,trustworthy,1,"('25', 'vector', 'trustworthy', '1')",74.93
19530,23,flow,trustworthy,4,"('23', 'flow', 'trustworthy', '4')",76.41
19531,40,flow,trustworthy,1,"('40', 'flow', 'trustworthy', '1')",68.9
19532,17,vector,trustworthy,3,"('17', 'vector', 'trustworthy', '3')",26.68
19533,27,vector,trustworthy,3,"('27', 'vector', 'trustworthy', '3')",73.59
19534,42,flow,trustworthy,3,"('42', 'flow', 'trustworthy', '3')",75.6
19535,31,flow,trustworthy,2,"('31', 'flow', 'trustworthy', '2')",73.32
19536,12,flow,trustworthy,3,"('12', 'flow', 'trustworthy', '3')",72.65
19537,22,flow,trustworthy,3,"('22', 'flow', 'trustworthy', '3')",78.69
19538,18,vector,trustworthy,4,"('18', 'vector', 'trustworthy', '4')",81.37
19539,26,vector,trustworthy,2,"('26', 'vector', 'trustworthy', '2')",80.03
19540,21,flow,trustworthy,2,"('21', 'flow', 'trustworthy', '2')",65.95
19541,3,flow,trustworthy,4,"('3', 'flow', 'trustworthy', '4')",72.39
19542,5,vector,trustworthy,1,"('5', 'vector', 'trustworthy', '1')",76.54
19543,37,vector,trustworthy,3,"('37', 'vector', 'trustworthy', '3')",65.82
19544,32,flow,trustworthy,3,"('32', 'flow', 'trustworthy', '3')",46.38
19545,14,vector,trustworthy,0,"('14', 'vector', 'trustworthy', '0')",67.02
19546,9,flow,trustworthy,0,"('9', 'flow', 'trustworthy', '0')",74.93
19547,41,flow,trustworthy,2,"('41', 'flow', 'trustworthy', '2')",65.28
19548,36,vector,trustworthy,2,"('36', 'vector', 'trustworthy', '2')",53.22
19549,43,flow,trustworthy,4,"('43', 'flow', 'trustworthy', '4')",67.43
19550,9,flow,attractive,0,"('9', 'flow', 'attractive', '0')",60.32
19551,15,vector,attractive,1,"('15', 'vector', 'attractive', '1')",63.67
19552,35,vector,attractive,1,"('35', 'vector', 'attractive', '1')",29.09
19553,37,vector,attractive,3,"('37', 'vector', 'attractive', '3')",27.21
19554,42,flow,attractive,3,"('42', 'flow', 'attractive', '3')",50.4
19555,32,flow,attractive,3,"('32', 'flow', 'attractive', '3')",46.25
19556,23,flow,attractive,4,"('23', 'flow', 'attractive', '4')",74.93
19557,25,vector,attractive,1,"('25', 'vector', 'attractive', '1')",22.25
19558,26,vector,attractive,2,"('26', 'vector', 'attractive', '2')",60.32
19559,44,vector,attractive,0,"('44', 'vector', 'attractive', '0')",81.37
19560,21,flow,attractive,2,"('21', 'flow', 'attractive', '2')",57.24
19561,16,vector,attractive,2,"('16', 'vector', 'attractive', '2')",58.98
19562,1,flow,attractive,2,"('1', 'flow', 'attractive', '2')",81.64
19563,47,vector,attractive,3,"('47', 'vector', 'attractive', '3')",67.96
19564,0,flow,attractive,1,"('0', 'flow', 'attractive', '1')",17.96
19565,22,flow,attractive,3,"('22', 'flow', 'attractive', '3')",71.98
19566,43,flow,attractive,4,"('43', 'flow', 'attractive', '4')",65.82
19567,33,flow,attractive,4,"('33', 'flow', 'attractive', '4')",83.24
19568,5,vector,attractive,1,"('5', 'vector', 'attractive', '1')",59.79
19569,27,vector,attractive,3,"('27', 'vector', 'attractive', '3')",58.98
19570,13,flow,attractive,4,"('13', 'flow', 'attractive', '4')",77.08
19571,46,vector,attractive,2,"('46', 'vector', 'attractive', '2')",47.86
19572,24,vector,attractive,0,"('24', 'vector', 'attractive', '0')",43.57
19573,38,vector,attractive,4,"('38', 'vector', 'attractive', '4')",65.95
19574,14,vector,attractive,0,"('14', 'vector', 'attractive', '0')",25.2
19575,39,flow,attractive,0,"('39', 'flow', 'attractive', '0')",66.35
19576,30,flow,attractive,1,"('30', 'flow', 'attractive', '1')",65.28
19577,6,vector,attractive,2,"('6', 'vector', 'attractive', '2')",49.06
19578,12,flow,attractive,3,"('12', 'flow', 'attractive', '3')",64.61
19579,29,flow,attractive,0,"('29', 'flow', 'attractive', '0')",62.2
19580,3,flow,attractive,4,"('3', 'flow', 'attractive', '4')",63.27
19581,41,flow,attractive,2,"('41', 'flow', 'attractive', '2')",49.87
19582,10,flow,attractive,1,"('10', 'flow', 'attractive', '1')",84.72
19583,36,vector,attractive,2,"('36', 'vector', 'attractive', '2')",46.65
19584,45,vector,attractive,1,"('45', 'vector', 'attractive', '1')",83.65
19585,7,vector,attractive,3,"('7', 'vector', 'attractive', '3')",49.06
19586,8,vector,attractive,4,"('8', 'vector', 'attractive', '4')",45.31
19587,2,flow,attractive,3,"('2', 'flow', 'attractive', '3')",62.33
19588,11,flow,attractive,2,"('11', 'flow', 'attractive', '2')",85.66
19589,31,flow,attractive,2,"('31', 'flow', 'attractive', '2')",86.73
19590,19,flow,attractive,0,"('19', 'flow', 'attractive', '0')",78.69
19591,28,vector,attractive,4,"('28', 'vector', 'attractive', '4')",81.37
19592,40,flow,attractive,1,"('40', 'flow', 'attractive', '1')",57.1
19593,48,vector,attractive,4,"('48', 'vector', 'attractive', '4')",88.87
19594,34,vector,attractive,0,"('34', 'vector', 'attractive', '0')",64.08
19595,17,vector,attractive,3,"('17', 'vector', 'attractive', '3')",68.77
19596,18,vector,attractive,4,"('18', 'vector', 'attractive', '4')",64.21
19597,49,flow,attractive,0,"('49', 'flow', 'attractive', '0')",84.85
19598,4,vector,attractive,0,"('4', 'vector', 'attractive', '0')",60.59
19599,20,flow,attractive,1,"('20', 'flow', 'attractive', '1')",81.5
19600,16,flow,attractive,3,"('16', 'flow', 'attractive', '3')",69.84
19601,2,vector,attractive,4,"('2', 'vector', 'attractive', '4')",81.64
19602,14,flow,attractive,1,"('14', 'flow', 'attractive', '1')",59.02
19603,41,vector,attractive,3,"('41', 'vector', 'attractive', '3')",57.7
19604,45,flow,attractive,2,"('45', 'flow', 'attractive', '2')",85.9
19605,26,flow,attractive,3,"('26', 'flow', 'attractive', '3')",91.51
19606,23,flow,attractive,0,"('23', 'flow', 'attractive', '0')",88.52
19607,24,flow,attractive,1,"('24', 'flow', 'attractive', '1')",81.31
19608,13,flow,attractive,0,"('13', 'flow', 'attractive', '0')",88.85
19609,25,flow,attractive,2,"('25', 'flow', 'attractive', '2')",64.92
19610,32,vector,attractive,4,"('32', 'vector', 'attractive', '4')",100.0
19611,39,vector,attractive,1,"('39', 'vector', 'attractive', '1')",93.65
19612,35,flow,attractive,2,"('35', 'flow', 'attractive', '2')",89.45
19613,20,vector,attractive,2,"('20', 'vector', 'attractive', '2')",92.79
19614,15,flow,attractive,2,"('15', 'flow', 'attractive', '2')",93.73
19615,4,flow,attractive,1,"('4', 'flow', 'attractive', '1')",98.62
19616,44,flow,attractive,1,"('44', 'flow', 'attractive', '1')",92.13
19617,22,vector,attractive,4,"('22', 'vector', 'attractive', '4')",93.46
19618,37,flow,attractive,4,"('37', 'flow', 'attractive', '4')",98.36
19619,47,flow,attractive,4,"('47', 'flow', 'attractive', '4')",95.41
19620,30,vector,attractive,2,"('30', 'vector', 'attractive', '2')",86.83
19621,5,flow,attractive,2,"('5', 'flow', 'attractive', '2')",92.35
19622,38,vector,attractive,0,"('38', 'vector', 'attractive', '0')",89.84
19623,9,vector,attractive,1,"('9', 'vector', 'attractive', '1')",89.84
19624,27,flow,attractive,4,"('27', 'flow', 'attractive', '4')",72.82
19625,6,flow,attractive,3,"('6', 'flow', 'attractive', '3')",77.7
19626,31,vector,attractive,3,"('31', 'vector', 'attractive', '3')",93.44
19627,1,vector,attractive,3,"('1', 'vector', 'attractive', '3')",91.8
19628,8,vector,attractive,0,"('8', 'vector', 'attractive', '0')",72.46
19629,17,flow,attractive,4,"('17', 'flow', 'attractive', '4')",89.84
19630,7,flow,attractive,4,"('7', 'flow', 'attractive', '4')",92.46
19631,46,flow,attractive,3,"('46', 'flow', 'attractive', '3')",81.97
19632,21,vector,attractive,3,"('21', 'vector', 'attractive', '3')",92.49
19633,19,vector,attractive,1,"('19', 'vector', 'attractive', '1')",93.87
19634,40,vector,attractive,2,"('40', 'vector', 'attractive', '2')",83.28
19635,29,vector,attractive,1,"('29', 'vector', 'attractive', '1')",90.82
19636,12,vector,attractive,4,"('12', 'vector', 'attractive', '4')",57.05
19637,48,vector,attractive,0,"('48', 'vector', 'attractive', '0')",100.0
19638,28,vector,attractive,0,"('28', 'vector', 'attractive', '0')",68.79
19639,10,vector,attractive,2,"('10', 'vector', 'attractive', '2')",87.56
19640,33,flow,attractive,0,"('33', 'flow', 'attractive', '0')",88.39
19641,11,vector,attractive,3,"('11', 'vector', 'attractive', '3')",97.7
19642,43,flow,attractive,0,"('43', 'flow', 'attractive', '0')",83.28
19643,0,vector,attractive,2,"('0', 'vector', 'attractive', '2')",60.98
19644,3,flow,attractive,0,"('3', 'flow', 'attractive', '0')",63.61
19645,36,flow,attractive,3,"('36', 'flow', 'attractive', '3')",65.3
19646,18,vector,attractive,0,"('18', 'vector', 'attractive', '0')",57.7
19647,42,vector,attractive,4,"('42', 'vector', 'attractive', '4')",74.81
19648,34,flow,attractive,1,"('34', 'flow', 'attractive', '1')",91.68
19649,49,vector,attractive,1,"('49', 'vector', 'attractive', '1')",88.2
19650,40,vector,trustworthy,2,"('40', 'vector', 'trustworthy', '2')",68.69
19651,4,flow,trustworthy,1,"('4', 'flow', 'trustworthy', '1')",80.53
19652,19,vector,trustworthy,1,"('19', 'vector', 'trustworthy', '1')",47.87
19653,44,flow,trustworthy,1,"('44', 'flow', 'trustworthy', '1')",69.84
19654,2,vector,trustworthy,4,"('2', 'vector', 'trustworthy', '4')",59.34
19655,30,vector,trustworthy,2,"('30', 'vector', 'trustworthy', '2')",76.44
19656,1,vector,trustworthy,3,"('1', 'vector', 'trustworthy', '3')",80.81
19657,32,vector,trustworthy,4,"('32', 'vector', 'trustworthy', '4')",92.45
19658,28,vector,trustworthy,0,"('28', 'vector', 'trustworthy', '0')",98.28
19659,17,flow,trustworthy,4,"('17', 'flow', 'trustworthy', '4')",66.56
19660,14,flow,trustworthy,1,"('14', 'flow', 'trustworthy', '1')",92.88
19661,18,vector,trustworthy,0,"('18', 'vector', 'trustworthy', '0')",95.74
19662,38,vector,trustworthy,0,"('38', 'vector', 'trustworthy', '0')",85.29
19663,0,vector,trustworthy,2,"('0', 'vector', 'trustworthy', '2')",97.47
19664,10,vector,trustworthy,2,"('10', 'vector', 'trustworthy', '2')",91.8
19665,23,flow,trustworthy,0,"('23', 'flow', 'trustworthy', '0')",88.85
19666,20,vector,trustworthy,2,"('20', 'vector', 'trustworthy', '2')",53.11
19667,42,vector,trustworthy,4,"('42', 'vector', 'trustworthy', '4')",76.18
19668,45,flow,trustworthy,2,"('45', 'flow', 'trustworthy', '2')",95.72
19669,36,flow,trustworthy,3,"('36', 'flow', 'trustworthy', '3')",86.89
19670,29,vector,trustworthy,1,"('29', 'vector', 'trustworthy', '1')",83.63
19671,6,flow,trustworthy,3,"('6', 'flow', 'trustworthy', '3')",96.67
19672,27,flow,trustworthy,4,"('27', 'flow', 'trustworthy', '4')",72.1
19673,13,flow,trustworthy,0,"('13', 'flow', 'trustworthy', '0')",97.63
19674,43,flow,trustworthy,0,"('43', 'flow', 'trustworthy', '0')",91.27
19675,7,flow,trustworthy,4,"('7', 'flow', 'trustworthy', '4')",83.26
19676,5,flow,trustworthy,2,"('5', 'flow', 'trustworthy', '2')",86.09
19677,41,vector,trustworthy,3,"('41', 'vector', 'trustworthy', '3')",91.29
19678,11,vector,trustworthy,3,"('11', 'vector', 'trustworthy', '3')",89.2
19679,3,flow,trustworthy,0,"('3', 'flow', 'trustworthy', '0')",93.94
19680,31,vector,trustworthy,3,"('31', 'vector', 'trustworthy', '3')",96.07
19681,22,vector,trustworthy,4,"('22', 'vector', 'trustworthy', '4')",93.07
19682,35,flow,trustworthy,2,"('35', 'flow', 'trustworthy', '2')",85.17
19683,15,flow,trustworthy,2,"('15', 'flow', 'trustworthy', '2')",88.31
19684,49,vector,trustworthy,1,"('49', 'vector', 'trustworthy', '1')",94.02
19685,48,vector,trustworthy,0,"('48', 'vector', 'trustworthy', '0')",81.94
19686,24,flow,trustworthy,1,"('24', 'flow', 'trustworthy', '1')",90.55
19687,37,flow,trustworthy,4,"('37', 'flow', 'trustworthy', '4')",93.35
19688,9,vector,trustworthy,1,"('9', 'vector', 'trustworthy', '1')",91.48
19689,8,vector,trustworthy,0,"('8', 'vector', 'trustworthy', '0')",86.53
19690,12,vector,trustworthy,4,"('12', 'vector', 'trustworthy', '4')",72.74
19691,25,flow,trustworthy,2,"('25', 'flow', 'trustworthy', '2')",82.65
19692,26,flow,trustworthy,3,"('26', 'flow', 'trustworthy', '3')",96.07
19693,46,flow,trustworthy,3,"('46', 'flow', 'trustworthy', '3')",95.6
19694,16,flow,trustworthy,3,"('16', 'flow', 'trustworthy', '3')",88.81
19695,21,vector,trustworthy,3,"('21', 'vector', 'trustworthy', '3')",87.21
19696,34,flow,trustworthy,1,"('34', 'flow', 'trustworthy', '1')",59.99
19697,39,vector,trustworthy,1,"('39', 'vector', 'trustworthy', '1')",90.67
19698,47,flow,trustworthy,4,"('47', 'flow', 'trustworthy', '4')",91.3
19699,33,flow,trustworthy,0,"('33', 'flow', 'trustworthy', '0')",78.39
19700,27,vector,attractive,2,"('27', 'vector', 'attractive', '2')",49.2
19701,42,flow,attractive,2,"('42', 'flow', 'attractive', '2')",60.46
19702,30,flow,attractive,0,"('30', 'flow', 'attractive', '0')",60.59
19703,15,vector,attractive,0,"('15', 'vector', 'attractive', '0')",52.01
19704,37,vector,attractive,2,"('37', 'vector', 'attractive', '2')",67.43
19705,34,flow,attractive,4,"('34', 'flow', 'attractive', '4')",43.7
19706,49,vector,attractive,4,"('49', 'vector', 'attractive', '4')",60.05
19707,23,flow,attractive,3,"('23', 'flow', 'attractive', '3')",70.11
19708,47,vector,attractive,2,"('47', 'vector', 'attractive', '2')",60.72
19709,16,vector,attractive,1,"('16', 'vector', 'attractive', '1')",48.66
19710,41,flow,attractive,1,"('41', 'flow', 'attractive', '1')",50.0
19711,21,flow,attractive,1,"('21', 'flow', 'attractive', '1')",55.9
19712,40,flow,attractive,0,"('40', 'flow', 'attractive', '0')",59.65
19713,45,vector,attractive,0,"('45', 'vector', 'attractive', '0')",70.64
19714,12,flow,attractive,2,"('12', 'flow', 'attractive', '2')",49.33
19715,33,flow,attractive,3,"('33', 'flow', 'attractive', '3')",55.76
19716,22,flow,attractive,2,"('22', 'flow', 'attractive', '2')",60.19
19717,18,vector,attractive,3,"('18', 'vector', 'attractive', '3')",70.51
19718,19,vector,attractive,4,"('19', 'vector', 'attractive', '4')",55.36
19719,5,vector,attractive,0,"('5', 'vector', 'attractive', '0')",40.21
19720,17,vector,attractive,2,"('17', 'vector', 'attractive', '2')",60.86
19721,29,vector,attractive,4,"('29', 'vector', 'attractive', '4')",49.33
19722,44,flow,attractive,4,"('44', 'flow', 'attractive', '4')",70.91
19723,9,vector,attractive,4,"('9', 'vector', 'attractive', '4')",60.72
19724,10,flow,attractive,0,"('10', 'flow', 'attractive', '0')",59.92
19725,46,vector,attractive,1,"('46', 'vector', 'attractive', '1')",30.29
19726,24,flow,attractive,4,"('24', 'flow', 'attractive', '4')",38.74
19727,0,flow,attractive,0,"('0', 'flow', 'attractive', '0')",39.54
19728,20,flow,attractive,0,"('20', 'flow', 'attractive', '0')",60.99
19729,39,vector,attractive,4,"('39', 'vector', 'attractive', '4')",60.72
19730,43,flow,attractive,3,"('43', 'flow', 'attractive', '3')",54.56
19731,4,flow,attractive,4,"('4', 'flow', 'attractive', '4')",71.85
19732,8,vector,attractive,3,"('8', 'vector', 'attractive', '3')",44.37
19733,32,flow,attractive,2,"('32', 'flow', 'attractive', '2')",49.73
19734,25,vector,attractive,0,"('25', 'vector', 'attractive', '0')",40.08
19735,36,vector,attractive,1,"('36', 'vector', 'attractive', '1')",33.78
19736,7,vector,attractive,2,"('7', 'vector', 'attractive', '2')",60.86
19737,11,flow,attractive,1,"('11', 'flow', 'attractive', '1')",65.55
19738,13,flow,attractive,3,"('13', 'flow', 'attractive', '3')",72.25
19739,2,flow,attractive,2,"('2', 'flow', 'attractive', '2')",36.6
19740,26,vector,attractive,1,"('26', 'vector', 'attractive', '1')",70.91
19741,6,vector,attractive,1,"('6', 'vector', 'attractive', '1')",69.44
19742,38,vector,attractive,3,"('38', 'vector', 'attractive', '3')",60.46
19743,35,vector,attractive,0,"('35', 'vector', 'attractive', '0')",49.6
19744,28,vector,attractive,3,"('28', 'vector', 'attractive', '3')",60.72
19745,3,flow,attractive,3,"('3', 'flow', 'attractive', '3')",68.9
19746,48,vector,attractive,3,"('48', 'vector', 'attractive', '3')",75.47
19747,1,flow,attractive,1,"('1', 'flow', 'attractive', '1')",61.26
19748,31,flow,attractive,1,"('31', 'flow', 'attractive', '1')",59.12
19749,14,flow,attractive,4,"('14', 'flow', 'attractive', '4')",49.2
19750,10,flow,trustworthy,0,"('10', 'flow', 'trustworthy', '0')",19.57
19751,32,flow,trustworthy,2,"('32', 'flow', 'trustworthy', '2')",39.01
19752,30,flow,trustworthy,0,"('30', 'flow', 'trustworthy', '0')",50.0
19753,31,flow,trustworthy,1,"('31', 'flow', 'trustworthy', '1')",49.73
19754,0,flow,trustworthy,0,"('0', 'flow', 'trustworthy', '0')",51.07
19755,36,vector,trustworthy,1,"('36', 'vector', 'trustworthy', '1')",49.2
19756,41,flow,trustworthy,1,"('41', 'flow', 'trustworthy', '1')",30.7
19757,39,vector,trustworthy,4,"('39', 'vector', 'trustworthy', '4')",29.22
19758,34,flow,trustworthy,4,"('34', 'flow', 'trustworthy', '4')",32.57
19759,44,flow,trustworthy,4,"('44', 'flow', 'trustworthy', '4')",36.6
19760,3,flow,trustworthy,3,"('3', 'flow', 'trustworthy', '3')",50.0
19761,27,vector,trustworthy,2,"('27', 'vector', 'trustworthy', '2')",8.71
19762,47,vector,trustworthy,2,"('47', 'vector', 'trustworthy', '2')",8.85
19763,33,flow,trustworthy,3,"('33', 'flow', 'trustworthy', '3')",28.55
19764,1,flow,trustworthy,1,"('1', 'flow', 'trustworthy', '1')",49.06
19765,38,vector,trustworthy,3,"('38', 'vector', 'trustworthy', '3')",19.57
19766,21,flow,trustworthy,1,"('21', 'flow', 'trustworthy', '1')",38.87
19767,15,vector,trustworthy,0,"('15', 'vector', 'trustworthy', '0')",9.38
19768,29,vector,trustworthy,4,"('29', 'vector', 'trustworthy', '4')",19.44
19769,28,vector,trustworthy,3,"('28', 'vector', 'trustworthy', '3')",60.59
19770,48,vector,trustworthy,3,"('48', 'vector', 'trustworthy', '3')",14.21
19771,17,vector,trustworthy,2,"('17', 'vector', 'trustworthy', '2')",19.17
19772,24,flow,trustworthy,4,"('24', 'flow', 'trustworthy', '4')",13.4
19773,20,flow,trustworthy,0,"('20', 'flow', 'trustworthy', '0')",18.77
19774,19,vector,trustworthy,4,"('19', 'vector', 'trustworthy', '4')",16.09
19775,8,vector,trustworthy,3,"('8', 'vector', 'trustworthy', '3')",9.12
19776,5,vector,trustworthy,0,"('5', 'vector', 'trustworthy', '0')",39.95
19777,37,vector,trustworthy,2,"('37', 'vector', 'trustworthy', '2')",33.78
19778,45,vector,trustworthy,0,"('45', 'vector', 'trustworthy', '0')",36.46
19779,9,vector,trustworthy,4,"('9', 'vector', 'trustworthy', '4')",9.12
19780,42,flow,trustworthy,2,"('42', 'flow', 'trustworthy', '2')",24.13
19781,6,vector,trustworthy,1,"('6', 'vector', 'trustworthy', '1')",18.23
19782,4,flow,trustworthy,4,"('4', 'flow', 'trustworthy', '4')",39.28
19783,12,flow,trustworthy,2,"('12', 'flow', 'trustworthy', '2')",39.14
19784,14,flow,trustworthy,4,"('14', 'flow', 'trustworthy', '4')",40.21
19785,49,vector,trustworthy,4,"('49', 'vector', 'trustworthy', '4')",33.11
19786,26,vector,trustworthy,1,"('26', 'vector', 'trustworthy', '1')",40.48
19787,2,flow,trustworthy,2,"('2', 'flow', 'trustworthy', '2')",20.78
19788,25,vector,trustworthy,0,"('25', 'vector', 'trustworthy', '0')",17.83
19789,43,flow,trustworthy,3,"('43', 'flow', 'trustworthy', '3')",51.07
19790,7,vector,trustworthy,2,"('7', 'vector', 'trustworthy', '2')",20.24
19791,13,flow,trustworthy,3,"('13', 'flow', 'trustworthy', '3')",39.14
19792,40,flow,trustworthy,0,"('40', 'flow', 'trustworthy', '0')",7.37
19793,16,vector,trustworthy,1,"('16', 'vector', 'trustworthy', '1')",19.57
19794,18,vector,trustworthy,3,"('18', 'vector', 'trustworthy', '3')",31.77
19795,22,flow,trustworthy,2,"('22', 'flow', 'trustworthy', '2')",28.82
19796,23,flow,trustworthy,3,"('23', 'flow', 'trustworthy', '3')",50.0
19797,35,vector,trustworthy,0,"('35', 'vector', 'trustworthy', '0')",8.45
19798,11,flow,trustworthy,1,"('11', 'flow', 'trustworthy', '1')",28.95
19799,46,vector,trustworthy,1,"('46', 'vector', 'trustworthy', '1')",13.54
19800,4,vector,trustworthy,1,"('4', 'vector', 'trustworthy', '1')",29.62
19801,20,flow,trustworthy,2,"('20', 'flow', 'trustworthy', '2')",15.15
19802,12,flow,trustworthy,4,"('12', 'flow', 'trustworthy', '4')",30.29
