,0,1,2,3,4,5
6817,46,vector,attractive,4,"('46', 'vector', 'attractive', '4')",40.08
6818,12,vector,attractive,0,"('12', 'vector', 'attractive', '0')",39.18
6819,6,vector,attractive,4,"('6', 'vector', 'attractive', '4')",60.56
6820,8,flow,attractive,1,"('8', 'flow', 'attractive', '1')",38.81
6821,29,flow,attractive,2,"('29', 'flow', 'attractive', '2')",62.31
6822,33,vector,attractive,1,"('33', 'vector', 'attractive', '1')",52.72
6823,31,flow,attractive,4,"('31', 'flow', 'attractive', '4')",70.52
6824,1,flow,attractive,4,"('1', 'flow', 'attractive', '4')",72.01
6825,11,flow,attractive,4,"('11', 'flow', 'attractive', '4')",63.05
6826,2,vector,attractive,0,"('2', 'vector', 'attractive', '0')",60.82
6827,28,flow,attractive,1,"('28', 'flow', 'attractive', '1')",73.51
6828,40,flow,attractive,3,"('40', 'flow', 'attractive', '3')",59.33
6829,36,vector,attractive,4,"('36', 'vector', 'attractive', '4')",49.25
6830,24,vector,attractive,2,"('24', 'vector', 'attractive', '2')",43.66
6831,39,flow,attractive,2,"('39', 'flow', 'attractive', '2')",76.49
6832,44,vector,attractive,2,"('44', 'vector', 'attractive', '2')",76.12
6833,34,vector,attractive,2,"('34', 'vector', 'attractive', '2')",72.14
6834,15,vector,attractive,3,"('15', 'vector', 'attractive', '3')",64.05
6835,25,vector,attractive,3,"('25', 'vector', 'attractive', '3')",48.88
6836,23,vector,attractive,1,"('23', 'vector', 'attractive', '1')",54.48
6837,45,vector,attractive,3,"('45', 'vector', 'attractive', '3')",52.61
6838,48,flow,attractive,1,"('48', 'flow', 'attractive', '1')",66.79
6839,20,flow,attractive,3,"('20', 'flow', 'attractive', '3')",67.16
6840,14,vector,attractive,2,"('14', 'vector', 'attractive', '2')",41.79
6841,17,flow,attractive,0,"('17', 'flow', 'attractive', '0')",81.34
6842,3,vector,attractive,1,"('3', 'vector', 'attractive', '1')",73.88
6843,13,vector,attractive,1,"('13', 'vector', 'attractive', '1')",67.91
6844,35,vector,attractive,3,"('35', 'vector', 'attractive', '3')",57.46
6845,32,vector,attractive,0,"('32', 'vector', 'attractive', '0')",51.49
6846,42,vector,attractive,0,"('42', 'vector', 'attractive', '0')",49.25
6847,16,vector,attractive,4,"('16', 'vector', 'attractive', '4')",71.27
6848,0,flow,attractive,3,"('0', 'flow', 'attractive', '3')",60.82
6849,4,vector,attractive,2,"('4', 'vector', 'attractive', '2')",74.25
6850,20,flow,trustworthy,3,"('20', 'flow', 'trustworthy', '3')",79.1
6851,11,flow,trustworthy,4,"('11', 'flow', 'trustworthy', '4')",79.1
6852,37,flow,trustworthy,0,"('37', 'flow', 'trustworthy', '0')",76.86
6853,21,flow,trustworthy,4,"('21', 'flow', 'trustworthy', '4')",77.24
6854,40,flow,trustworthy,3,"('40', 'flow', 'trustworthy', '3')",66.79
6855,22,vector,trustworthy,0,"('22', 'vector', 'trustworthy', '0')",67.91
6856,26,vector,trustworthy,4,"('26', 'vector', 'trustworthy', '4')",67.16
6857,10,flow,trustworthy,3,"('10', 'flow', 'trustworthy', '3')",79.1
6858,45,vector,trustworthy,3,"('45', 'vector', 'trustworthy', '3')",82.09
6859,8,flow,trustworthy,1,"('8', 'flow', 'trustworthy', '1')",81.34
6860,12,vector,trustworthy,0,"('12', 'vector', 'trustworthy', '0')",63.06
6861,4,vector,trustworthy,2,"('4', 'vector', 'trustworthy', '2')",72.39
6862,13,vector,trustworthy,1,"('13', 'vector', 'trustworthy', '1')",59.7
6863,23,vector,trustworthy,1,"('23', 'vector', 'trustworthy', '1')",71.27
6864,14,vector,trustworthy,2,"('14', 'vector', 'trustworthy', '2')",71.27
6865,42,vector,trustworthy,0,"('42', 'vector', 'trustworthy', '0')",71.64
6866,48,flow,trustworthy,1,"('48', 'flow', 'trustworthy', '1')",61.57
6867,28,flow,trustworthy,1,"('28', 'flow', 'trustworthy', '1')",70.9
6868,17,flow,trustworthy,0,"('17', 'flow', 'trustworthy', '0')",57.84
6869,34,vector,trustworthy,2,"('34', 'vector', 'trustworthy', '2')",70.52
6870,18,flow,trustworthy,1,"('18', 'flow', 'trustworthy', '1')",73.51
6871,19,flow,trustworthy,2,"('19', 'flow', 'trustworthy', '2')",65.67
6872,2,vector,trustworthy,0,"('2', 'vector', 'trustworthy', '0')",47.76
6873,25,vector,trustworthy,3,"('25', 'vector', 'trustworthy', '3')",70.9
6874,6,vector,trustworthy,4,"('6', 'vector', 'trustworthy', '4')",71.27
6875,0,flow,trustworthy,3,"('0', 'flow', 'trustworthy', '3')",67.91
6876,49,flow,trustworthy,2,"('49', 'flow', 'trustworthy', '2')",70.52
6877,1,flow,trustworthy,4,"('1', 'flow', 'trustworthy', '4')",67.16
6878,24,vector,trustworthy,2,"('24', 'vector', 'trustworthy', '2')",64.55
6879,9,flow,trustworthy,2,"('9', 'flow', 'trustworthy', '2')",60.07
6880,36,vector,trustworthy,4,"('36', 'vector', 'trustworthy', '4')",66.79
6881,5,vector,trustworthy,3,"('5', 'vector', 'trustworthy', '3')",63.06
6882,3,vector,trustworthy,1,"('3', 'vector', 'trustworthy', '1')",63.43
6883,46,vector,trustworthy,4,"('46', 'vector', 'trustworthy', '4')",60.45
6884,29,flow,trustworthy,2,"('29', 'flow', 'trustworthy', '2')",56.71
6885,16,vector,trustworthy,4,"('16', 'vector', 'trustworthy', '4')",68.66
6886,30,flow,trustworthy,3,"('30', 'flow', 'trustworthy', '3')",67.16
6887,35,vector,trustworthy,3,"('35', 'vector', 'trustworthy', '3')",56.88
6888,7,flow,trustworthy,0,"('7', 'flow', 'trustworthy', '0')",60.07
6889,41,flow,trustworthy,4,"('41', 'flow', 'trustworthy', '4')",63.06
6890,27,flow,trustworthy,0,"('27', 'flow', 'trustworthy', '0')",47.76
6891,43,vector,trustworthy,1,"('43', 'vector', 'trustworthy', '1')",50.74
6892,32,vector,trustworthy,0,"('32', 'vector', 'trustworthy', '0')",61.94
6893,47,flow,trustworthy,0,"('47', 'flow', 'trustworthy', '0')",47.76
6894,44,vector,trustworthy,2,"('44', 'vector', 'trustworthy', '2')",58.58
6895,31,flow,trustworthy,4,"('31', 'flow', 'trustworthy', '4')",60.07
6896,39,flow,trustworthy,2,"('39', 'flow', 'trustworthy', '2')",64.92
6897,38,flow,trustworthy,1,"('38', 'flow', 'trustworthy', '1')",55.22
6898,15,vector,trustworthy,3,"('15', 'vector', 'trustworthy', '3')",55.22
6899,33,vector,trustworthy,1,"('33', 'vector', 'trustworthy', '1')",45.52
6900,14,vector,attractive,0,"('14', 'vector', 'attractive', '0')",60.19
6901,47,vector,attractive,3,"('47', 'vector', 'attractive', '3')",70.24
6902,39,flow,attractive,0,"('39', 'flow', 'attractive', '0')",80.7
6903,35,vector,attractive,1,"('35', 'vector', 'attractive', '1')",29.22
6904,33,flow,attractive,4,"('33', 'flow', 'attractive', '4')",60.46
6905,42,flow,attractive,3,"('42', 'flow', 'attractive', '3')",70.24
6906,41,flow,attractive,2,"('41', 'flow', 'attractive', '2')",65.42
6907,21,flow,attractive,2,"('21', 'flow', 'attractive', '2')",80.83
6908,22,flow,attractive,3,"('22', 'flow', 'attractive', '3')",49.6
6909,23,flow,attractive,4,"('23', 'flow', 'attractive', '4')",91.42
6910,32,flow,attractive,3,"('32', 'flow', 'attractive', '3')",29.22
6911,40,flow,attractive,1,"('40', 'flow', 'attractive', '1')",18.63
6912,46,vector,attractive,2,"('46', 'vector', 'attractive', '2')",23.32
6913,48,vector,attractive,4,"('48', 'vector', 'attractive', '4')",100.0
6914,37,vector,attractive,3,"('37', 'vector', 'attractive', '3')",100.0
6915,29,flow,attractive,0,"('29', 'flow', 'attractive', '0')",29.49
6916,45,vector,attractive,1,"('45', 'vector', 'attractive', '1')",60.05
6917,20,flow,attractive,1,"('20', 'flow', 'attractive', '1')",64.75
6918,11,flow,attractive,2,"('11', 'flow', 'attractive', '2')",86.06
6919,26,vector,attractive,2,"('26', 'vector', 'attractive', '2')",29.49
6920,31,flow,attractive,2,"('31', 'flow', 'attractive', '2')",75.07
6921,10,flow,attractive,1,"('10', 'flow', 'attractive', '1')",50.13
6922,13,flow,attractive,4,"('13', 'flow', 'attractive', '4')",33.65
6923,9,flow,attractive,0,"('9', 'flow', 'attractive', '0')",29.76
6924,44,vector,attractive,0,"('44', 'vector', 'attractive', '0')",80.16
6925,49,flow,attractive,0,"('49', 'flow', 'attractive', '0')",91.02
6926,5,vector,attractive,1,"('5', 'vector', 'attractive', '1')",29.22
6927,12,flow,attractive,3,"('12', 'flow', 'attractive', '3')",71.45
6928,43,flow,attractive,4,"('43', 'flow', 'attractive', '4')",85.39
6929,24,vector,attractive,0,"('24', 'vector', 'attractive', '0')",34.05
6930,4,vector,attractive,0,"('4', 'vector', 'attractive', '0')",87.4
6931,8,vector,attractive,4,"('8', 'vector', 'attractive', '4')",24.13
6932,18,vector,attractive,4,"('18', 'vector', 'attractive', '4')",48.39
6933,27,vector,attractive,3,"('27', 'vector', 'attractive', '3')",29.09
6934,19,flow,attractive,0,"('19', 'flow', 'attractive', '0')",92.9
6935,25,vector,attractive,1,"('25', 'vector', 'attractive', '1')",18.1
6936,38,vector,attractive,4,"('38', 'vector', 'attractive', '4')",91.29
6937,30,flow,attractive,1,"('30', 'flow', 'attractive', '1')",39.01
6938,0,flow,attractive,1,"('0', 'flow', 'attractive', '1')",8.45
6939,34,vector,attractive,0,"('34', 'vector', 'attractive', '0')",80.7
6940,15,vector,attractive,1,"('15', 'vector', 'attractive', '1')",75.74
6941,7,vector,attractive,3,"('7', 'vector', 'attractive', '3')",81.23
6942,6,vector,attractive,2,"('6', 'vector', 'attractive', '2')",29.36
6943,28,vector,attractive,4,"('28', 'vector', 'attractive', '4')",39.81
6944,1,flow,attractive,2,"('1', 'flow', 'attractive', '2')",84.99
6945,16,vector,attractive,2,"('16', 'vector', 'attractive', '2')",81.1
6946,17,vector,attractive,3,"('17', 'vector', 'attractive', '3')",95.31
6947,3,flow,attractive,4,"('3', 'flow', 'attractive', '4')",70.64
6948,36,vector,attractive,2,"('36', 'vector', 'attractive', '2')",21.45
6949,2,flow,attractive,3,"('2', 'flow', 'attractive', '3')",80.7
6950,19,flow,trustworthy,0,"('19', 'flow', 'trustworthy', '0')",8.58
6951,34,vector,trustworthy,0,"('34', 'vector', 'trustworthy', '0')",24.53
6952,20,flow,trustworthy,1,"('20', 'flow', 'trustworthy', '1')",23.99
6953,14,vector,trustworthy,0,"('14', 'vector', 'trustworthy', '0')",70.91
6954,15,vector,trustworthy,1,"('15', 'vector', 'trustworthy', '1')",34.32
6955,27,vector,trustworthy,3,"('27', 'vector', 'trustworthy', '3')",80.7
6956,42,flow,trustworthy,3,"('42', 'flow', 'trustworthy', '3')",81.1
6957,1,flow,trustworthy,2,"('1', 'flow', 'trustworthy', '2')",74.66
6958,46,vector,trustworthy,2,"('46', 'vector', 'trustworthy', '2')",50.13
6959,6,vector,trustworthy,2,"('6', 'vector', 'trustworthy', '2')",29.22
6960,23,flow,trustworthy,4,"('23', 'flow', 'trustworthy', '4')",90.88
6961,33,flow,trustworthy,4,"('33', 'flow', 'trustworthy', '4')",70.64
6962,3,flow,trustworthy,4,"('3', 'flow', 'trustworthy', '4')",54.69
6963,40,flow,trustworthy,1,"('40', 'flow', 'trustworthy', '1')",29.36
6964,10,flow,trustworthy,1,"('10', 'flow', 'trustworthy', '1')",84.58
6965,21,flow,trustworthy,2,"('21', 'flow', 'trustworthy', '2')",85.66
6966,18,vector,trustworthy,4,"('18', 'vector', 'trustworthy', '4')",69.97
6967,39,flow,trustworthy,0,"('39', 'flow', 'trustworthy', '0')",58.71
6968,30,flow,trustworthy,1,"('30', 'flow', 'trustworthy', '1')",60.32
6969,0,flow,trustworthy,1,"('0', 'flow', 'trustworthy', '1')",86.46
6970,48,vector,trustworthy,4,"('48', 'vector', 'trustworthy', '4')",70.91
6971,8,vector,trustworthy,4,"('8', 'vector', 'trustworthy', '4')",23.99
6972,11,flow,trustworthy,2,"('11', 'flow', 'trustworthy', '2')",18.63
6973,5,vector,trustworthy,1,"('5', 'vector', 'trustworthy', '1')",24.4
6974,32,flow,trustworthy,3,"('32', 'flow', 'trustworthy', '3')",34.72
6975,13,flow,trustworthy,4,"('13', 'flow', 'trustworthy', '4')",84.72
6976,25,vector,trustworthy,1,"('25', 'vector', 'trustworthy', '1')",49.87
6977,44,vector,trustworthy,0,"('44', 'vector', 'trustworthy', '0')",49.6
6978,35,vector,trustworthy,1,"('35', 'vector', 'trustworthy', '1')",59.79
6979,26,vector,trustworthy,2,"('26', 'vector', 'trustworthy', '2')",80.43
6980,37,vector,trustworthy,3,"('37', 'vector', 'trustworthy', '3')",61.53
6981,43,flow,trustworthy,4,"('43', 'flow', 'trustworthy', '4')",59.92
6982,7,vector,trustworthy,3,"('7', 'vector', 'trustworthy', '3')",50.0
6983,22,flow,trustworthy,3,"('22', 'flow', 'trustworthy', '3')",70.64
6984,2,flow,trustworthy,3,"('2', 'flow', 'trustworthy', '3')",40.21
6985,17,vector,trustworthy,3,"('17', 'vector', 'trustworthy', '3')",86.33
6986,24,vector,trustworthy,0,"('24', 'vector', 'trustworthy', '0')",49.33
6987,45,vector,trustworthy,1,"('45', 'vector', 'trustworthy', '1')",80.03
6988,9,flow,trustworthy,0,"('9', 'flow', 'trustworthy', '0')",49.33
6989,41,flow,trustworthy,2,"('41', 'flow', 'trustworthy', '2')",81.5
6990,38,vector,trustworthy,4,"('38', 'vector', 'trustworthy', '4')",49.46
6991,16,vector,trustworthy,2,"('16', 'vector', 'trustworthy', '2')",70.78
6992,29,flow,trustworthy,0,"('29', 'flow', 'trustworthy', '0')",75.74
6993,12,flow,trustworthy,3,"('12', 'flow', 'trustworthy', '3')",70.78
6994,49,flow,trustworthy,0,"('49', 'flow', 'trustworthy', '0')",74.26
6995,28,vector,trustworthy,4,"('28', 'vector', 'trustworthy', '4')",23.32
6996,36,vector,trustworthy,2,"('36', 'vector', 'trustworthy', '2')",49.6
6997,4,vector,trustworthy,0,"('4', 'vector', 'trustworthy', '0')",90.75
6998,47,vector,trustworthy,3,"('47', 'vector', 'trustworthy', '3')",13.0
6999,31,flow,trustworthy,2,"('31', 'flow', 'trustworthy', '2')",70.78
7000,4,vector,attractive,1,"('4', 'vector', 'attractive', '1')",80.03
7001,1,flow,attractive,3,"('1', 'flow', 'attractive', '3')",64.75
7002,26,vector,attractive,3,"('26', 'vector', 'attractive', '3')",50.27
7003,41,flow,attractive,3,"('41', 'flow', 'attractive', '3')",25.34
7004,0,flow,attractive,2,"('0', 'flow', 'attractive', '2')",2.95
7005,32,flow,attractive,4,"('32', 'flow', 'attractive', '4')",34.72
7006,12,flow,attractive,4,"('12', 'flow', 'attractive', '4')",61.26
7007,46,vector,attractive,3,"('46', 'vector', 'attractive', '3')",21.31
7008,24,vector,attractive,1,"('24', 'vector', 'attractive', '1')",5.9
7009,14,vector,attractive,1,"('14', 'vector', 'attractive', '1')",49.06
7010,19,flow,attractive,1,"('19', 'flow', 'attractive', '1')",74.26
7011,23,vector,attractive,0,"('23', 'vector', 'attractive', '0')",73.32
7012,28,flow,attractive,0,"('28', 'flow', 'attractive', '0')",60.99
7013,44,vector,attractive,1,"('44', 'vector', 'attractive', '1')",81.9
7014,45,vector,attractive,2,"('45', 'vector', 'attractive', '2')",86.86
7015,29,flow,attractive,1,"('29', 'flow', 'attractive', '1')",61.39
7016,42,flow,attractive,4,"('42', 'flow', 'attractive', '4')",50.0
7017,38,flow,attractive,0,"('38', 'flow', 'attractive', '0')",60.72
7018,37,vector,attractive,4,"('37', 'vector', 'attractive', '4')",28.69
7019,39,flow,attractive,1,"('39', 'flow', 'attractive', '1')",62.73
7020,17,vector,attractive,4,"('17', 'vector', 'attractive', '4')",81.1
7021,21,flow,attractive,3,"('21', 'flow', 'attractive', '3')",83.65
7022,3,vector,attractive,0,"('3', 'vector', 'attractive', '0')",66.22
7023,35,vector,attractive,2,"('35', 'vector', 'attractive', '2')",42.9
7024,40,flow,attractive,2,"('40', 'flow', 'attractive', '2')",70.51
7025,33,vector,attractive,0,"('33', 'vector', 'attractive', '0')",36.19
7026,43,vector,attractive,0,"('43', 'vector', 'attractive', '0')",59.38
7027,25,vector,attractive,2,"('25', 'vector', 'attractive', '2')",20.64
7028,20,flow,attractive,2,"('20', 'flow', 'attractive', '2')",64.88
7029,30,flow,attractive,2,"('30', 'flow', 'attractive', '2')",85.39
7030,13,vector,attractive,0,"('13', 'vector', 'attractive', '0')",56.3
7031,48,flow,attractive,0,"('48', 'flow', 'attractive', '0')",73.46
7032,10,flow,attractive,2,"('10', 'flow', 'attractive', '2')",93.16
7033,36,vector,attractive,3,"('36', 'vector', 'attractive', '3')",63.14
7034,27,vector,attractive,4,"('27', 'vector', 'attractive', '4')",16.35
7035,18,flow,attractive,0,"('18', 'flow', 'attractive', '0')",84.45
7036,8,flow,attractive,0,"('8', 'flow', 'attractive', '0')",65.28
7037,49,flow,attractive,1,"('49', 'flow', 'attractive', '1')",63.0
7038,34,vector,attractive,1,"('34', 'vector', 'attractive', '1')",62.87
7039,9,flow,attractive,1,"('9', 'flow', 'attractive', '1')",80.83
7040,5,vector,attractive,2,"('5', 'vector', 'attractive', '2')",14.75
7041,15,vector,attractive,2,"('15', 'vector', 'attractive', '2')",26.01
7042,47,vector,attractive,4,"('47', 'vector', 'attractive', '4')",62.87
7043,2,flow,attractive,4,"('2', 'flow', 'attractive', '4')",41.96
7044,6,vector,attractive,3,"('6', 'vector', 'attractive', '3')",69.3
7045,16,vector,attractive,3,"('16', 'vector', 'attractive', '3')",27.08
7046,22,flow,attractive,4,"('22', 'flow', 'attractive', '4')",83.38
7047,7,vector,attractive,4,"('7', 'vector', 'attractive', '4')",21.72
7048,11,flow,attractive,3,"('11', 'flow', 'attractive', '3')",81.9
7049,31,flow,attractive,3,"('31', 'flow', 'attractive', '3')",84.85
7050,48,flow,trustworthy,0,"('48', 'flow', 'trustworthy', '0')",64.08
7051,28,flow,trustworthy,0,"('28', 'flow', 'trustworthy', '0')",61.26
7052,17,vector,trustworthy,4,"('17', 'vector', 'trustworthy', '4')",68.36
7053,4,vector,trustworthy,1,"('4', 'vector', 'trustworthy', '1')",49.73
7054,1,flow,trustworthy,3,"('1', 'flow', 'trustworthy', '3')",70.11
7055,22,flow,trustworthy,4,"('22', 'flow', 'trustworthy', '4')",59.65
7056,10,flow,trustworthy,2,"('10', 'flow', 'trustworthy', '2')",61.39
7057,41,flow,trustworthy,3,"('41', 'flow', 'trustworthy', '3')",37.4
7058,45,vector,trustworthy,2,"('45', 'vector', 'trustworthy', '2')",35.92
7059,49,flow,trustworthy,1,"('49', 'flow', 'trustworthy', '1')",62.87
7060,40,flow,trustworthy,2,"('40', 'flow', 'trustworthy', '2')",16.76
7061,19,flow,trustworthy,1,"('19', 'flow', 'trustworthy', '1')",20.24
7062,13,vector,trustworthy,0,"('13', 'vector', 'trustworthy', '0')",55.36
7063,18,flow,trustworthy,0,"('18', 'flow', 'trustworthy', '0')",49.87
7064,9,flow,trustworthy,1,"('9', 'flow', 'trustworthy', '1')",55.36
7065,39,flow,trustworthy,1,"('39', 'flow', 'trustworthy', '1')",42.76
7066,16,vector,trustworthy,3,"('16', 'vector', 'trustworthy', '3')",76.81
7067,11,flow,trustworthy,3,"('11', 'flow', 'trustworthy', '3')",87.53
7068,24,vector,trustworthy,1,"('24', 'vector', 'trustworthy', '1')",74.26
7069,44,vector,trustworthy,1,"('44', 'vector', 'trustworthy', '1')",59.79
7070,7,vector,trustworthy,4,"('7', 'vector', 'trustworthy', '4')",40.62
7071,31,flow,trustworthy,3,"('31', 'flow', 'trustworthy', '3')",82.44
7072,33,vector,trustworthy,0,"('33', 'vector', 'trustworthy', '0')",2.14
7073,23,vector,trustworthy,0,"('23', 'vector', 'trustworthy', '0')",31.1
7074,42,flow,trustworthy,4,"('42', 'flow', 'trustworthy', '4')",54.42
7075,38,flow,trustworthy,0,"('38', 'flow', 'trustworthy', '0')",1.61
7076,12,flow,trustworthy,4,"('12', 'flow', 'trustworthy', '4')",44.5
7077,27,vector,trustworthy,4,"('27', 'vector', 'trustworthy', '4')",23.06
7078,46,vector,trustworthy,3,"('46', 'vector', 'trustworthy', '3')",76.54
7079,34,vector,trustworthy,1,"('34', 'vector', 'trustworthy', '1')",3.75
7080,29,flow,trustworthy,1,"('29', 'flow', 'trustworthy', '1')",51.88
7081,36,vector,trustworthy,3,"('36', 'vector', 'trustworthy', '3')",32.04
7082,25,vector,trustworthy,2,"('25', 'vector', 'trustworthy', '2')",63.0
7083,6,vector,trustworthy,3,"('6', 'vector', 'trustworthy', '3')",53.22
7084,2,flow,trustworthy,4,"('2', 'flow', 'trustworthy', '4')",56.43
7085,20,flow,trustworthy,2,"('20', 'flow', 'trustworthy', '2')",22.39
7086,5,vector,trustworthy,2,"('5', 'vector', 'trustworthy', '2')",53.49
7087,15,vector,trustworthy,2,"('15', 'vector', 'trustworthy', '2')",0.54
7088,37,vector,trustworthy,4,"('37', 'vector', 'trustworthy', '4')",54.42
7089,14,vector,trustworthy,1,"('14', 'vector', 'trustworthy', '1')",64.75
7090,32,flow,trustworthy,4,"('32', 'flow', 'trustworthy', '4')",62.6
7091,0,flow,trustworthy,2,"('0', 'flow', 'trustworthy', '2')",68.23
7092,30,flow,trustworthy,2,"('30', 'flow', 'trustworthy', '2')",84.32
7093,3,vector,trustworthy,0,"('3', 'vector', 'trustworthy', '0')",55.23
7094,35,vector,trustworthy,2,"('35', 'vector', 'trustworthy', '2')",31.23
7095,26,vector,trustworthy,3,"('26', 'vector', 'trustworthy', '3')",52.14
7096,47,vector,trustworthy,4,"('47', 'vector', 'trustworthy', '4')",46.38
7097,43,vector,trustworthy,0,"('43', 'vector', 'trustworthy', '0')",34.32
7098,8,flow,trustworthy,0,"('8', 'flow', 'trustworthy', '0')",0.0
7099,21,flow,trustworthy,3,"('21', 'flow', 'trustworthy', '3')",40.48
7100,0,flow,trustworthy,4,"('0', 'flow', 'trustworthy', '4')",39.41
7101,19,flow,trustworthy,3,"('19', 'flow', 'trustworthy', '3')",32.57
7102,11,vector,trustworthy,0,"('11', 'vector', 'trustworthy', '0')",24.53
7103,22,vector,trustworthy,1,"('22', 'vector', 'trustworthy', '1')",19.3
7104,38,flow,trustworthy,2,"('38', 'flow', 'trustworthy', '2')",19.3
7105,33,vector,trustworthy,2,"('33', 'vector', 'trustworthy', '2')",8.45
7106,5,vector,trustworthy,4,"('5', 'vector', 'trustworthy', '4')",2.82
7107,4,vector,trustworthy,3,"('4', 'vector', 'trustworthy', '3')",8.58
7108,18,flow,trustworthy,2,"('18', 'flow', 'trustworthy', '2')",30.29
7109,48,flow,trustworthy,2,"('48', 'flow', 'trustworthy', '2')",30.16
7110,26,flow,trustworthy,0,"('26', 'flow', 'trustworthy', '0')",8.85
7111,17,flow,trustworthy,1,"('17', 'flow', 'trustworthy', '1')",2.82
7112,32,vector,trustworthy,1,"('32', 'vector', 'trustworthy', '1')",19.57
7113,40,flow,trustworthy,4,"('40', 'flow', 'trustworthy', '4')",8.98
7114,35,vector,trustworthy,4,"('35', 'vector', 'trustworthy', '4')",10.05
7115,37,flow,trustworthy,1,"('37', 'flow', 'trustworthy', '1')",30.97
7116,13,vector,trustworthy,2,"('13', 'vector', 'trustworthy', '2')",0.0
7117,28,flow,trustworthy,2,"('28', 'flow', 'trustworthy', '2')",30.56
7118,34,vector,trustworthy,3,"('34', 'vector', 'trustworthy', '3')",0.0
7119,2,vector,trustworthy,1,"('2', 'vector', 'trustworthy', '1')",0.0
7120,3,vector,trustworthy,2,"('3', 'vector', 'trustworthy', '2')",0.0
7121,42,vector,trustworthy,1,"('42', 'vector', 'trustworthy', '1')",30.03
7122,24,vector,trustworthy,3,"('24', 'vector', 'trustworthy', '3')",20.64
7123,47,flow,trustworthy,1,"('47', 'flow', 'trustworthy', '1')",0.0
7124,45,vector,trustworthy,4,"('45', 'vector', 'trustworthy', '4')",30.97
7125,46,flow,trustworthy,0,"('46', 'flow', 'trustworthy', '0')",30.16
7126,43,vector,trustworthy,2,"('43', 'vector', 'trustworthy', '2')",30.29
7127,1,vector,trustworthy,0,"('1', 'vector', 'trustworthy', '0')",30.16
7128,30,flow,trustworthy,4,"('30', 'flow', 'trustworthy', '4')",30.56
7129,20,flow,trustworthy,4,"('20', 'flow', 'trustworthy', '4')",20.11
7130,6,flow,trustworthy,0,"('6', 'flow', 'trustworthy', '0')",20.51
7131,14,vector,trustworthy,3,"('14', 'vector', 'trustworthy', '3')",10.32
7132,7,flow,trustworthy,1,"('7', 'flow', 'trustworthy', '1')",10.19
7133,49,flow,trustworthy,3,"('49', 'flow', 'trustworthy', '3')",10.46
7134,21,vector,trustworthy,0,"('21', 'vector', 'trustworthy', '0')",10.32
7135,44,vector,trustworthy,3,"('44', 'vector', 'trustworthy', '3')",10.32
7136,29,flow,trustworthy,3,"('29', 'flow', 'trustworthy', '3')",20.24
7137,31,vector,trustworthy,0,"('31', 'vector', 'trustworthy', '0')",30.97
7138,9,flow,trustworthy,3,"('9', 'flow', 'trustworthy', '3')",20.38
7139,41,vector,trustworthy,0,"('41', 'vector', 'trustworthy', '0')",31.1
7140,25,vector,trustworthy,4,"('25', 'vector', 'trustworthy', '4')",20.91
7141,16,flow,trustworthy,0,"('16', 'flow', 'trustworthy', '0')",1.21
7142,36,flow,trustworthy,0,"('36', 'flow', 'trustworthy', '0')",20.11
7143,10,flow,trustworthy,4,"('10', 'flow', 'trustworthy', '4')",20.24
7144,39,flow,trustworthy,3,"('39', 'flow', 'trustworthy', '3')",0.0
7145,8,flow,trustworthy,2,"('8', 'flow', 'trustworthy', '2')",30.03
7146,23,vector,trustworthy,2,"('23', 'vector', 'trustworthy', '2')",20.11
7147,15,vector,trustworthy,4,"('15', 'vector', 'trustworthy', '4')",20.78
7148,27,flow,trustworthy,1,"('27', 'flow', 'trustworthy', '1')",20.24
7149,12,vector,trustworthy,1,"('12', 'vector', 'trustworthy', '1')",20.64
7150,13,vector,attractive,2,"('13', 'vector', 'attractive', '2')",40.35
7151,12,vector,attractive,1,"('12', 'vector', 'attractive', '1')",30.97
7152,31,vector,attractive,0,"('31', 'vector', 'attractive', '0')",61.66
7153,2,vector,attractive,1,"('2', 'vector', 'attractive', '1')",20.11
7154,23,vector,attractive,2,"('23', 'vector', 'attractive', '2')",30.43
7155,30,flow,attractive,4,"('30', 'flow', 'attractive', '4')",50.94
7156,9,flow,attractive,3,"('9', 'flow', 'attractive', '3')",31.23
7157,37,flow,attractive,1,"('37', 'flow', 'attractive', '1')",41.02
7158,3,vector,attractive,2,"('3', 'vector', 'attractive', '2')",30.16
7159,49,flow,attractive,3,"('49', 'flow', 'attractive', '3')",61.53
7160,43,vector,attractive,2,"('43', 'vector', 'attractive', '2')",40.62
7161,26,flow,attractive,0,"('26', 'flow', 'attractive', '0')",30.7
7162,47,flow,attractive,1,"('47', 'flow', 'attractive', '1')",30.03
7163,42,vector,attractive,1,"('42', 'vector', 'attractive', '1')",20.11
7164,25,vector,attractive,4,"('25', 'vector', 'attractive', '4')",20.11
7165,32,vector,attractive,1,"('32', 'vector', 'attractive', '1')",10.05
7166,11,vector,attractive,0,"('11', 'vector', 'attractive', '0')",40.21
7167,36,flow,attractive,0,"('36', 'flow', 'attractive', '0')",30.16
7168,6,flow,attractive,0,"('6', 'flow', 'attractive', '0')",10.05
7169,27,flow,attractive,1,"('27', 'flow', 'attractive', '1')",20.11
7170,21,vector,attractive,0,"('21', 'vector', 'attractive', '0')",30.43
7171,39,flow,attractive,3,"('39', 'flow', 'attractive', '3')",41.55
7172,40,flow,attractive,4,"('40', 'flow', 'attractive', '4')",30.03
