,features,rating,image,dim,level
731,"('41', 'vector', 'attractive', '1')",30.284285714285716,41,attractive,1
732,"('41', 'vector', 'attractive', '2')",31.516153846153845,41,attractive,2
733,"('41', 'vector', 'attractive', '3')",30.476153846153846,41,attractive,3
734,"('41', 'vector', 'attractive', '4')",23.700344827586203,41,attractive,4
735,"('41', 'vector', 'trustworthy', '0')",53.00909090909091,41,trustworthy,0
736,"('41', 'vector', 'trustworthy', '1')",49.87428571428571,41,trustworthy,1
737,"('41', 'vector', 'trustworthy', '2')",49.28423076923077,41,trustworthy,2
738,"('41', 'vector', 'trustworthy', '3')",55.334871794871795,41,trustworthy,3
739,"('41', 'vector', 'trustworthy', '4')",46.029310344827586,41,trustworthy,4
750,"('42', 'vector', 'attractive', '0')",45.59178571428571,42,attractive,0
751,"('42', 'vector', 'attractive', '1')",46.2060606060606,42,attractive,1
752,"('42', 'vector', 'attractive', '2')",39.918571428571425,42,attractive,2
753,"('42', 'vector', 'attractive', '3')",37.292692307692306,42,attractive,3
754,"('42', 'vector', 'attractive', '4')",34.600512820512826,42,attractive,4
755,"('42', 'vector', 'trustworthy', '0')",52.0775,42,trustworthy,0
756,"('42', 'vector', 'trustworthy', '1')",49.74151515151515,42,trustworthy,1
757,"('42', 'vector', 'trustworthy', '2')",45.60476190476191,42,trustworthy,2
758,"('42', 'vector', 'trustworthy', '3')",51.99730769230769,42,trustworthy,3
759,"('42', 'vector', 'trustworthy', '4')",41.73358974358975,42,trustworthy,4
770,"('43', 'vector', 'attractive', '0')",44.62189189189189,43,attractive,0
771,"('43', 'vector', 'attractive', '1')",50.855000000000004,43,attractive,1
772,"('43', 'vector', 'attractive', '2')",44.025757575757574,43,attractive,2
773,"('43', 'vector', 'attractive', '3')",39.72547619047619,43,attractive,3
774,"('43', 'vector', 'attractive', '4')",46.325,43,attractive,4
775,"('43', 'vector', 'trustworthy', '0')",55.138648648648655,43,trustworthy,0
776,"('43', 'vector', 'trustworthy', '1')",55.83464285714286,43,trustworthy,1
777,"('43', 'vector', 'trustworthy', '2')",50.974545454545456,43,trustworthy,2
778,"('43', 'vector', 'trustworthy', '3')",56.785952380952374,43,trustworthy,3
779,"('43', 'vector', 'trustworthy', '4')",50.93846153846154,43,trustworthy,4
790,"('44', 'vector', 'attractive', '0')",66.53342857142857,44,attractive,0
791,"('44', 'vector', 'attractive', '1')",69.28297297297297,44,attractive,1
792,"('44', 'vector', 'attractive', '2')",75.875,44,attractive,2
793,"('44', 'vector', 'attractive', '3')",75.28030303030303,44,attractive,3
794,"('44', 'vector', 'attractive', '4')",71.97309523809524,44,attractive,4
795,"('44', 'vector', 'trustworthy', '0')",40.21,44,trustworthy,0
796,"('44', 'vector', 'trustworthy', '1')",45.85162162162162,44,trustworthy,1
797,"('44', 'vector', 'trustworthy', '2')",49.845000000000006,44,trustworthy,2
798,"('44', 'vector', 'trustworthy', '3')",48.45363636363636,44,trustworthy,3
799,"('44', 'vector', 'trustworthy', '4')",45.13595238095238,44,trustworthy,4
810,"('45', 'vector', 'attractive', '0')",60.029999999999994,45,attractive,0
811,"('45', 'vector', 'attractive', '1')",66.43514285714286,45,attractive,1
812,"('45', 'vector', 'attractive', '2')",62.74324324324324,45,attractive,2
813,"('45', 'vector', 'attractive', '3')",65.09892857142857,45,attractive,3
814,"('45', 'vector', 'attractive', '4')",65.58696969696969,45,attractive,4
815,"('45', 'vector', 'trustworthy', '0')",67.46074999999999,45,trustworthy,0
816,"('45', 'vector', 'trustworthy', '1')",68.33971428571428,45,trustworthy,1
817,"('45', 'vector', 'trustworthy', '2')",65.95054054054054,45,trustworthy,2
818,"('45', 'vector', 'trustworthy', '3')",66.89535714285714,45,trustworthy,3
819,"('45', 'vector', 'trustworthy', '4')",61.57575757575758,45,trustworthy,4
830,"('46', 'vector', 'attractive', '0')",27.971666666666668,46,attractive,0
831,"('46', 'vector', 'attractive', '1')",25.921499999999998,46,attractive,1
832,"('46', 'vector', 'attractive', '2')",39.426857142857145,46,attractive,2
833,"('46', 'vector', 'attractive', '3')",41.549459459459456,46,attractive,3
834,"('46', 'vector', 'attractive', '4')",40.22535714285714,46,attractive,4
835,"('46', 'vector', 'trustworthy', '0')",41.654,46,trustworthy,0
836,"('46', 'vector', 'trustworthy', '1')",50.128,46,trustworthy,1
837,"('46', 'vector', 'trustworthy', '2')",49.88771428571428,46,trustworthy,2
838,"('46', 'vector', 'trustworthy', '3')",64.2427027027027,46,trustworthy,3
839,"('46', 'vector', 'trustworthy', '4')",62.347500000000004,46,trustworthy,4
850,"('47', 'vector', 'attractive', '0')",33.15793103448276,47,attractive,0
851,"('47', 'vector', 'attractive', '1')",35.854,47,attractive,1
852,"('47', 'vector', 'attractive', '2')",56.740750000000006,47,attractive,2
853,"('47', 'vector', 'attractive', '3')",63.11257142857143,47,attractive,3
854,"('47', 'vector', 'attractive', '4')",61.67486486486486,47,attractive,4
855,"('47', 'vector', 'trustworthy', '0')",39.00896551724138,47,trustworthy,0
856,"('47', 'vector', 'trustworthy', '1')",40.38333333333333,47,trustworthy,1
857,"('47', 'vector', 'trustworthy', '2')",39.40375,47,trustworthy,2
858,"('47', 'vector', 'trustworthy', '3')",45.27171428571429,47,trustworthy,3
859,"('47', 'vector', 'trustworthy', '4')",39.053513513513515,47,trustworthy,4
870,"('48', 'vector', 'attractive', '0')",66.04230769230769,48,attractive,0
871,"('48', 'vector', 'attractive', '1')",67.81689655172414,48,attractive,1
872,"('48', 'vector', 'attractive', '2')",65.235,48,attractive,2
873,"('48', 'vector', 'attractive', '3')",65.04525,48,attractive,3
874,"('48', 'vector', 'attractive', '4')",72.56828571428571,48,attractive,4
875,"('48', 'vector', 'trustworthy', '0')",44.5725641025641,48,trustworthy,0
876,"('48', 'vector', 'trustworthy', '1')",52.59310344827586,48,trustworthy,1
877,"('48', 'vector', 'trustworthy', '2')",54.71566666666667,48,trustworthy,2
878,"('48', 'vector', 'trustworthy', '3')",51.06075,48,trustworthy,3
879,"('48', 'vector', 'trustworthy', '4')",47.346000000000004,48,trustworthy,4
890,"('49', 'vector', 'attractive', '0')",50.82076923076923,49,attractive,0
891,"('49', 'vector', 'attractive', '1')",56.01128205128205,49,attractive,1
892,"('49', 'vector', 'attractive', '2')",55.93448275862069,49,attractive,2
893,"('49', 'vector', 'attractive', '3')",54.44566666666666,49,attractive,3
894,"('49', 'vector', 'attractive', '4')",64.54925,49,attractive,4
895,"('49', 'vector', 'trustworthy', '0')",57.025000000000006,49,trustworthy,0
896,"('49', 'vector', 'trustworthy', '1')",58.14666666666666,49,trustworthy,1
897,"('49', 'vector', 'trustworthy', '2')",58.87620689655173,49,trustworthy,2
898,"('49', 'vector', 'trustworthy', '3')",59.083999999999996,49,trustworthy,3
899,"('49', 'vector', 'trustworthy', '4')",53.0355,49,trustworthy,4
910,"('5', 'vector', 'attractive', '0')",39.909499999999994,5,attractive,0
911,"('5', 'vector', 'attractive', '1')",49.20085714285714,5,attractive,1
912,"('5', 'vector', 'attractive', '2')",44.24864864864865,5,attractive,2
913,"('5', 'vector', 'attractive', '3')",42.605357142857144,5,attractive,3
914,"('5', 'vector', 'attractive', '4')",49.03787878787879,5,attractive,4
915,"('5', 'vector', 'trustworthy', '0')",50.09075,5,trustworthy,0
916,"('5', 'vector', 'trustworthy', '1')",50.38628571428571,5,trustworthy,1
917,"('5', 'vector', 'trustworthy', '2')",49.08432432432432,5,trustworthy,2
918,"('5', 'vector', 'trustworthy', '3')",45.27964285714285,5,trustworthy,3
919,"('5', 'vector', 'trustworthy', '4')",44.54545454545455,5,trustworthy,4
930,"('6', 'vector', 'attractive', '0')",33.492333333333335,6,attractive,0
931,"('6', 'vector', 'attractive', '1')",34.343,6,attractive,1
932,"('6', 'vector', 'attractive', '2')",34.825428571428574,6,attractive,2
933,"('6', 'vector', 'attractive', '3')",39.54648648648649,6,attractive,3
934,"('6', 'vector', 'attractive', '4')",37.71892857142858,6,attractive,4
935,"('6', 'vector', 'trustworthy', '0')",43.085,6,trustworthy,0
936,"('6', 'vector', 'trustworthy', '1')",40.7745,6,trustworthy,1
937,"('6', 'vector', 'trustworthy', '2')",51.167428571428566,6,trustworthy,2
938,"('6', 'vector', 'trustworthy', '3')",48.97189189189189,6,trustworthy,3
939,"('6', 'vector', 'trustworthy', '4')",55.269285714285715,6,trustworthy,4
950,"('7', 'vector', 'attractive', '0')",46.005172413793105,7,attractive,0
951,"('7', 'vector', 'attractive', '1')",44.153,7,attractive,1
952,"('7', 'vector', 'attractive', '2')",47.69475,7,attractive,2
953,"('7', 'vector', 'attractive', '3')",54.00857142857143,7,attractive,3
954,"('7', 'vector', 'attractive', '4')",48.60648648648649,7,attractive,4
955,"('7', 'vector', 'trustworthy', '0')",40.01068965517241,7,trustworthy,0
956,"('7', 'vector', 'trustworthy', '1')",37.537,7,trustworthy,1
957,"('7', 'vector', 'trustworthy', '2')",44.89325,7,trustworthy,2
958,"('7', 'vector', 'trustworthy', '3')",44.582857142857144,7,trustworthy,3
959,"('7', 'vector', 'trustworthy', '4')",48.14594594594595,7,trustworthy,4
970,"('8', 'vector', 'attractive', '0')",34.954358974358975,8,attractive,0
971,"('8', 'vector', 'attractive', '1')",38.41758620689655,8,attractive,1
972,"('8', 'vector', 'attractive', '2')",30.629,8,attractive,2
973,"('8', 'vector', 'attractive', '3')",26.744,8,attractive,3
974,"('8', 'vector', 'attractive', '4')",30.88742857142857,8,attractive,4
975,"('8', 'vector', 'trustworthy', '0')",38.21025641025641,8,trustworthy,0
976,"('8', 'vector', 'trustworthy', '1')",40.52965517241379,8,trustworthy,1
977,"('8', 'vector', 'trustworthy', '2')",32.81633333333333,8,trustworthy,2
978,"('8', 'vector', 'trustworthy', '3')",36.45525,8,trustworthy,3
979,"('8', 'vector', 'trustworthy', '4')",47.32628571428572,8,trustworthy,4
990,"('9', 'vector', 'attractive', '0')",42.88038461538462,9,attractive,0
991,"('9', 'vector', 'attractive', '1')",42.492820512820515,9,attractive,1
992,"('9', 'vector', 'attractive', '2')",43.85103448275862,9,attractive,2
993,"('9', 'vector', 'attractive', '3')",40.09066666666667,9,attractive,3
994,"('9', 'vector', 'attractive', '4')",42.701,9,attractive,4
995,"('9', 'vector', 'trustworthy', '0')",51.51307692307692,9,trustworthy,0
996,"('9', 'vector', 'trustworthy', '1')",48.53333333333333,9,trustworthy,1
997,"('9', 'vector', 'trustworthy', '2')",47.416896551724136,9,trustworthy,2
998,"('9', 'vector', 'trustworthy', '3')",46.527,9,trustworthy,3
999,"('9', 'vector', 'trustworthy', '4')",38.73575,9,trustworthy,4
