,id,name,dim,manip_type,wzrost,spadek,parabola,flatline,flatline_coeff,chaos,max_effect_n_times_better,max_effect_better_by,medium_effect_n_times_better,medium_effect_better_by
52,26,53,attractive,our,False,True,False,False,1.1646190673909216,False,-1.6553539851987704,-2.6090476190476153,-0.2641724157651029,-3.59573619510099
53,26,53,attractive,peterson,False,False,True,True,-0.6545556700519256,False,-0.6041003972210347,2.6090476190476153,-3.7854065766244913,3.59573619510099
54,27,54,attractive,our,True,False,False,False,1.076395654434101,False,1.0220245564255928,0.340049140049139,0.9402678095192597,-0.48277258850762195
55,27,54,attractive,peterson,True,False,False,False,0.9102946024293515,False,0.9784500711972901,-0.340049140049139,1.0635267844714158,0.48277258850762195
56,28,56,attractive,our,False,False,True,True,-0.10714660775143164,False,0.7468118499209263,-3.9963541092112536,0.8120120032138776,-3.05646414887795
57,28,56,attractive,peterson,False,False,True,True,-0.029196347523367503,False,1.3390253517079056,3.9963541092112536,1.23150888908302,3.05646414887795
58,29,57,attractive,our,True,False,False,False,0.5693832691174425,False,-1.835604293585571,32.816450053705694,6.976998147712932,11.596062138103875
59,29,57,attractive,peterson,False,False,True,True,-6.9651114349355385,False,-0.5447797237642399,-32.816450053705694,0.14332811602190282,-11.596062138103875
60,30,70,attractive,our,True,False,False,True,0.022404272578974087,False,0.39728835497949916,-18.29230490018149,0.7798804149743135,-3.328685009637809
61,30,70,attractive,peterson,True,False,False,False,1.006988270299406,False,2.517063456470054,18.29230490018149,1.2822478687747743,3.328685009637809
62,31,77,attractive,our,True,False,False,False,0.10181345973749782,False,1.2628878484649895,3.0286206896551704,1.3233870741703624,3.2267613957087704
63,31,77,attractive,peterson,True,False,False,False,0.15459634245103326,False,0.7918359506075512,-3.0286206896551704,0.7556368197316004,-3.2267613957087704
64,32,78,attractive,our,True,False,False,False,0.1586542882370915,False,1.4263948866738063,6.662640653357535,1.6495231236757064,7.574544325596953
65,32,78,attractive,peterson,True,False,False,False,0.33990037306560145,False,0.7010681329150642,-6.662640653357535,0.6062358178839319,-7.574544325596953
66,33,79,attractive,our,True,False,False,False,1.6353492723287824,False,0.37877162653117435,-12.593257467994306,0.1650787359375337,-14.736028189919814
67,33,79,attractive,peterson,True,False,False,False,0.14855521416446202,False,2.6401132765885675,12.593257467994306,6.057715394539992,14.736028189919814
68,34,81,attractive,our,False,True,False,False,0.5311823178794176,False,-0.9222762845040698,-10.998018018018016,-0.5543682192151772,-9.662473989769822
69,34,81,attractive,peterson,False,False,True,True,-0.07962632334949257,False,-1.0842737873691766,10.998018018018016,-1.803855209116617,9.662473989769822
70,35,82,attractive,our,False,False,True,True,-1.2944152896682999,False,-0.040660752828721364,-24.202748917748917,0.29266021279316307,-7.763096377610243
71,35,82,attractive,peterson,True,False,False,False,1.1190862276170737,False,-24.593740411358894,24.202748917748917,3.416931842070202,7.763096377610243
72,36,85,attractive,our,False,False,False,False,-5.808565933421872,True,0.09095725313658044,-30.113595413595405,-0.027692610350823817,-23.254093002777218
73,36,85,attractive,peterson,True,False,False,False,0.46400356374596163,False,10.99417545622679,30.113595413595405,-36.110716444983,23.254093002777218
74,37,87,attractive,our,True,False,False,False,0.27205343412460997,False,1.1625378889936917,1.939371207942635,0.9092728408383559,-1.0880558377926803
75,37,87,attractive,peterson,False,False,True,True,-0.005070156684633721,False,0.8601870179608625,-1.939371207942635,1.0997799066317575,1.0880558377926803
76,38,88,attractive,our,True,False,False,False,10.29625433040311,False,2.380098089185212,8.906793770139636,0.5170836395273917,-1.2699392845127875
77,38,88,attractive,peterson,True,False,False,False,1.4541460407589788,False,0.42015075115762723,-8.906793770139636,1.933923109448963,1.2699392845127875
78,39,9,attractive,our,False,False,True,True,-4.900524029851014,False,-1.2247311406026435,-11.42364791288567,3.274593157759033,1.1199314908752243
79,39,9,attractive,peterson,True,False,False,False,9.428925072926532,False,-0.8165057348896494,11.42364791288567,0.30538144796111094,-1.1199314908752243
