"","consent","gender","age","age_n","edu","place_of_residence","A1_Q91_4","A1_check1__1","A1_check2_1","A1_check3_1","A2_Q91_4","A2_check1__1","A2_check2_1","A2_check3_1","A3_Q91_4","A3_check1__1","A3_check2_1","A3_check3_1","A4_Q91_4","A4_check1__1","A4_check2_1","A4_check3_1","A5_Q91_4","A5_check1__1","A5_check2_1","A5_check3_1","A6_Q91_4","A6_check1__1","A6_check2_1","A6_check3_1","A7_Q91_4","A7_check1__1","A7_check2_1","A7_check3_1","A8_Q91_4","A8_check1__1","A8_check2_1","A8_check3_1","A9_Q91_4","A9_check1__1","A9_check2_1","A9_check3_1","A10_Q91_4","A10_check1__1","A10_check2_1","A10_check3_1","A11_Q91_4","A11_check1__1","A11_check2_1","A11_check3_1","A12_Q91_4","A12_check1__1","A12_check2_1","A12_check3_1","A13_Q91_4","A13_check1__1","A13_check2_1","A13_check3_1","A14_Q91_4","A14_check1__1","A14_check2_1","A14_check3_1","A15_Q91_4","A15_check1__1","A15_check2_1","A15_check3_1","A16_Q91_4","A16_check1__1","A16_check2_1","A16_check3_1","A17_Q91_4","A17_check1__1","A17_check2_1","A17_check3_1","A18_Q91_4","A18_check1__1","A18_check2_1","A18_check3_1","A19_Q91_4","A19_check1__1","A19_check2_1","A19_check3_1","A20_Q91_4","A20_check1__1","A20_check2_1","A20_check3_1","A21_Q91_4","A21_check1__1","A21_check2_1","A21_check3_1","A22_Q91_4","A22_check1__1","A22_check2_1","A22_check3_1","A23_Q91_4","A23_check1__1","A23_check2_1","A23_check3_1","A24_Q91_4","A24_check1__1","A24_check2_1","A24_check3_1","A25_Q91_4","A25_check1__1","A25_check2_1","A25_check3_1","A26_Q91_4","A26_check1__1","A26_check2_1","A26_check3_1","A27_Q91_4","A27_check1__1","A27_check2_1","A27_check3_1","A28_Q91_4","A28_check1__1","A28_check2_1","A28_check3_1","A29_Q91_4","A29_check1__1","A29_check2_1","A29_check3_1","A30_Q91_4","A30_check1__1","A30_check2_1","A30_check3_1","A31_Q91_4","A31_check1__1","A31_check2_1","A31_check3_1","A32_Q91_4","A32_check1__1","A32_check2_1","A32_check3_1","A33_Q91_4","A33_check1__1","A33_check2_1","A33_check3_1","A34_Q91_4","A34_check1__1","A34_check2_1","A34_check3_1","A35_Q91_4","A35_check1__1","A35_check2_1","A35_check3_1","A36_Q91_4","A36_check1__1","A36_check2_1","A36_check3_1","A37_Q91_4","A37_check1__1","A37_check2_1","A37_check3_1","A38_Q91_4","A38_check1__1","A38_check2_1","A38_check3_1","A39_Q91_4","A39_check1__1","A39_check2_1","A39_check3_1","A40_Q91_4","A40_check1__1","A40_check2_1","A40_check3_1","A41_Q91_4","A41_check1__1","A41_check2_1","A41_check3_1","A42_Q91_4","A42_check1__1","A42_check2_1","A42_check3_1","A43_Q91_4","A43_check1__1","A43_check2_1","A43_check3_1","A44_Q91_4","A44_check1__1","A44_check2_1","A44_check3_1","A45_Q91_4","A45_check1__1","A45_check2_1","A45_check3_1","A46_Q91_4","A46_check1__1","A46_check2_1","A46_check3_1","A47_Q91_4","A47_check1__1","A47_check2_1","A47_check3_1","A48_Q91_4","A48_check1__1","A48_check2_1","A48_check3_1","A49_Q91_4","A49_check1__1","A49_check2_1","A49_check3_1","A50_Q91_4","A50_check1__1","A50_check2_1","A50_check3_1","A51_Q91_4","A51_check1__1","A51_check2_1","A51_check3_1","A52_Q91_4","A52_check1__1","A52_check2_1","A52_check3_1","A53_Q91_4","A53_check1__1","A53_check2_1","A53_check3_1","A54_Q91_4","A54_check1__1","A54_check2_1","A54_check3_1","A55_Q91_4","A55_check1__1","A55_check2_1","A55_check3_1","A56_Q91_4","A56_check1__1","A56_check2_1","A56_check3_1","A57_Q91_4","A57_check1__1","A57_check2_1","A57_check3_1","A58_Q91_4","A58_check1__1","A58_check2_1","A58_check3_1","A59_Q91_4","A59_check1__1","A59_check2_1","A59_check3_1","A60_Q91_4","A60_check1__1","A60_check2_1","A60_check3_1","last_dim","wrong_answer","desc_dim","stop_disp","comment","wymiar","dimensions","Photo_ID","nr","ids","ids_0","ids_1","Photo_ID_List","Last_Photo_ID_List","Last_Photo_ID","ratings_list","kolejnosc","id","surveyHash","nazwa_wymiar","particip"
"1",1,2,3,55,1,1,59.3,NA,NA,NA,63.94,NA,NA,NA,68.31,NA,NA,NA,48.45,NA,NA,NA,36.06,36.62,NA,NA,78.45,NA,NA,NA,74.51,NA,NA,NA,74.08,NA,NA,NA,73.8,NA,NA,NA,66.76,NA,NA,NA,80.14,NA,NA,NA,78.73,NA,NA,NA,54.93,NA,NA,NA,48.73,NA,NA,NA,55.77,NA,NA,NA,44.08,NA,NA,NA,43.52,NA,NA,NA,66.34,NA,NA,NA,70.85,NA,NA,NA,77.75,NA,NA,NA,66.2,NA,NA,NA,70.7,NA,NA,NA,77.04,NA,NA,NA,80,NA,NA,NA,63.1,NA,63.1,NA,56.9,NA,NA,NA,54.51,NA,NA,NA,54.65,NA,NA,NA,44.23,NA,NA,NA,51.13,NA,NA,NA,54.51,NA,NA,NA,32.39,NA,NA,NA,61.27,NA,NA,NA,57.46,NA,NA,NA,59.86,NA,NA,NA,51.13,NA,NA,NA,54.23,NA,NA,NA,61.55,NA,NA,NA,46.76,NA,NA,NA,51.83,NA,NA,NA,48.17,NA,NA,NA,42.11,NA,NA,NA,43.94,NA,NA,NA,38.31,NA,NA,NA,39.3,NA,NA,39.44,52.68,NA,NA,NA,59.15,NA,NA,NA,49.72,NA,NA,NA,50.7,NA,NA,NA,53.24,NA,NA,NA,39.15,NA,NA,NA,63.1,NA,NA,NA,62.25,NA,NA,NA,50,NA,NA,NA,45.21,NA,NA,NA,43.94,NA,NA,NA,40,NA,NA,NA,51.55,NA,NA,NA,46.9,NA,NA,NA,50,NA,NA,NA,"kompetencje",NA,"Umiejętność zastosowania zdobytej wiedzy w życiu działaniu pracy zdolność do wykonywania zadań",2,"","","","https://langtorch.org/static/warmthcompetence/384.jpg","60","84_trustworthy_4_peterson.jpg,236.jpg,773.jpg,802.jpg,678.jpg,945.jpg,170_smart_4_peterson.jpg,271.jpg,426.jpg,980.jpg,40.jpg,290.jpg,53_smart_4_our.jpg,341.jpg,657.jpg,1310_smart_2.jpg,1320_smart_2.jpg,820.jpg,625.jpg,424.jpg,171.jpg,316.jpg,987.jpg,766.jpg,70_smart_4_peterson.jpg,573.jpg,1272_trustworthy_2.jpg,160_trustworthy_4_peterson.jpg,637.jpg,736.jpg,991.jpg,454.jpg,349.jpg,364.jpg,965.jpg,926.jpg,105.jpg,89_smart_4_our.jpg,1284_trustworthy_2.jpg,300.jpg,492.jpg,1292_trustworthy_2.jpg,289.jpg,1329_smart_2.jpg,204.jpg,588.jpg,974.jpg,663.jpg,664.jpg,515.jpg,35.jpg,86_trustworthy_4_our.jpg,931.jpg,949.jpg,85.jpg,296.jpg,590.jpg,395.jpg,897.jpg,162_trustworthy_4_our.jpg,384.jpg,645.jpg,984.jpg,116.jpg,13_smart_4_peterson.jpg,791.jpg,875.jpg,957.jpg,706.jpg,228.jpg,168.jpg,276.jpg,602.jpg,86_trustworthy_4_peterson.jpg,23_smart_4_our.jpg,1340_smart_2.jpg,33_smart_4_our.jpg,1293_smart_2.jpg,164_trustworthy_4_peterson.jpg,173_trustworthy_4_our.jpg,810.jpg,536.jpg,175.jpg,331.jpg,74.jpg,523.jpg,623.jpg,376.jpg,862.jpg,60_trustworthy_4_peterson.jpg,334.jpg,28_trustworthy_4_peterson.jpg,909.jpg,457.jpg,367.jpg,936.jpg,103.jpg,448.jpg,927.jpg,392.jpg,1310_trustworthy_2.jpg,861.jpg,665.jpg,79_smart_4_peterson.jpg,186.jpg,801.jpg,467.jpg,16_trustworthy_4_peterson.jpg,375.jpg,23_smart_4_peterson.jpg,652.jpg,184.jpg,562.jpg,436.jpg,715.jpg,213.jpg,928.jpg,597.jpg,76.jpg,486.jpg,163.jpg,368.jpg,146.jpg,847.jpg,43_trustworthy_4_peterson.jpg,42.jpg,150_smart_4_our.jpg,60_smart_4_our.jpg,1383_trustworthy_2.jpg,1263_trustworthy_2.jpg,910.jpg,520.jpg,89_smart_4_peterson.jpg,682.jpg,274.jpg,976.jpg,1435_trustworthy_2.jpg,788.jpg,584.jpg,251.jpg,187.jpg,893.jpg,785.jpg,544.jpg,8_trustworthy_4_our.jpg,49_smart_4_our.jpg,999.jpg,1464_trustworthy_2.jpg,254.jpg,947.jpg,239.jpg,1383_smart_2.jpg,141.jpg,673.jpg,685.jpg,543.jpg,476.jpg,624.jpg,1309_trustworthy_2.jpg,659.jpg,480.jpg,59_trustworthy_4_peterson.jpg,1300_smart_2.jpg,302.jpg,494.jpg,450.jpg,708.jpg,1421_trustworthy_2.jpg,490.j","","","[""https://langtorch.org/static/warmthcompetence/236.jpg"",""https://langtorch.org/static/warmthcompetence/773.jpg"",""https://langtorch.org/static/warmthcompetence/802.jpg"",""https://langtorch.org/static/warmthcompetence/678.jpg"",""https://langtorch.org/static/warmthcompetence/945.jpg"",""https://langtorch.org/static/warmthcompetence/170_smart_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/271.jpg"",""https://langtorch.org/static/warmthcompetence/426.jpg"",""https://langtorch.org/static/warmthcompetence/980.jpg"",""https://langtorch.org/static/warmthcompetence/40.jpg"",""https://langtorch.org/static/warmthcompetence/290.jpg"",""https://langtorch.org/static/warmthcompetence/53_smart_4_our.jpg"",""https://langtorch.org/static/warmthcompetence/341.jpg"",""https://langtorch.org/static/warmthcompetence/657.jpg"",""https://langtorch.org/static/warmthcompetence/1310_smart_2.jpg"",""https://langtorch.org/static/warmthcompetence/1320_smart_2.jpg"",""https://langtorch.org/static/warmthcompetence/820.jpg"",""https://langtorch.org/static/warmthcompetence/625.jpg"",""https://langtorch.org/static/warmthcompetence/424.jpg"",""https://langtorch.org/static/warmthcompetence/171.jpg"",""https://langtorch.org/static/warmthcompetence/316.jpg"",""https://langtorch.org/static/warmthcompetence/987.jpg"",""https://langtorch.org/static/warmthcompetence/766.jpg"",""https://langtorch.org/static/warmthcompetence/70_smart_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/573.jpg"",""https://langtorch.org/static/warmthcompetence/1272_trustworthy_2.jpg"",""https://langtorch.org/static/warmthcompetence/160_trustworthy_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/637.jpg"",""https://langtorch.org/static/warmthcompetence/736.jpg"",""https://langtorch.org/static/warmthcompetence/991.jpg"",""https://langtorch.org/static/warmthcompetence/454.jpg"",""https://langtorch.org/static/warmthcompetence/349.jpg"",""https://langtorch.org/static/warmthcompetence/364.jpg"",""https://langtorch.org/static/warmthcompetence/965.j","[""https://langtorch.org/static/warmthcompetence/84_trustworthy_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/236.jpg"",""https://langtorch.org/static/warmthcompetence/773.jpg"",""https://langtorch.org/static/warmthcompetence/802.jpg"",""https://langtorch.org/static/warmthcompetence/678.jpg"",""https://langtorch.org/static/warmthcompetence/945.jpg"",""https://langtorch.org/static/warmthcompetence/170_smart_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/271.jpg"",""https://langtorch.org/static/warmthcompetence/426.jpg"",""https://langtorch.org/static/warmthcompetence/980.jpg"",""https://langtorch.org/static/warmthcompetence/40.jpg"",""https://langtorch.org/static/warmthcompetence/290.jpg"",""https://langtorch.org/static/warmthcompetence/53_smart_4_our.jpg"",""https://langtorch.org/static/warmthcompetence/341.jpg"",""https://langtorch.org/static/warmthcompetence/657.jpg"",""https://langtorch.org/static/warmthcompetence/1310_smart_2.jpg"",""https://langtorch.org/static/warmthcompetence/1320_smart_2.jpg"",""https://langtorch.org/static/warmthcompetence/820.jpg"",""https://langtorch.org/static/warmthcompetence/625.jpg"",""https://langtorch.org/static/warmthcompetence/424.jpg"",""https://langtorch.org/static/warmthcompetence/171.jpg"",""https://langtorch.org/static/warmthcompetence/316.jpg"",""https://langtorch.org/static/warmthcompetence/987.jpg"",""https://langtorch.org/static/warmthcompetence/766.jpg"",""https://langtorch.org/static/warmthcompetence/70_smart_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/573.jpg"",""https://langtorch.org/static/warmthcompetence/1272_trustworthy_2.jpg"",""https://langtorch.org/static/warmthcompetence/160_trustworthy_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/637.jpg"",""https://langtorch.org/static/warmthcompetence/736.jpg"",""https://langtorch.org/static/warmthcompetence/991.jpg"",""https://langtorch.org/static/warmthcompetence/454.jpg"",""https://langtorch.org/static/warmthcompetence/349.jpg"",""https://langtorch.org/static/","https://langtorch.org/static/warmthcompetence/162_trustworthy_4_our.jpg","84_trustworthy_4_peterson.jpg:undefined,236.jpg:undefined,773.jpg:undefined,802.jpg:undefined,678.jpg:undefined,945.jpg:undefined,170_smart_4_peterson.jpg:undefined,271.jpg:undefined,426.jpg:undefined,980.jpg:undefined,40.jpg:undefined,290.jpg:undefined,53_smart_4_our.jpg:undefined,341.jpg:undefined,657.jpg:undefined,1310_smart_2.jpg:undefined,1320_smart_2.jpg:undefined,820.jpg:undefined,625.jpg:undefined,424.jpg:undefined,171.jpg:undefined,316.jpg:undefined,987.jpg:undefined,766.jpg:undefined,70_smart_4_peterson.jpg:undefined,573.jpg:undefined,1272_trustworthy_2.jpg:undefined,160_trustworthy_4_peterson.jpg:undefined,637.jpg:undefined,736.jpg:undefined,991.jpg:undefined,454.jpg:undefined,349.jpg:undefined,364.jpg:undefined,965.jpg:undefined,926.jpg:undefined,105.jpg:undefined,89_smart_4_our.jpg:undefined,1284_trustworthy_2.jpg:undefined,300.jpg:undefined,492.jpg:undefined,1292_trustworthy_2.jpg:undefined,289.jpg:undefined,1329_smart_2.jpg:undefined,204.jpg:undefined,588.jpg:undefined,974.jpg:undefined,663.jpg:undefined,664.jpg:undefined,515.jpg:undefined,35.jpg:undefined,86_trustworthy_4_our.jpg:undefined,931.jpg:undefined,949.jpg:undefined,85.jpg:undefined,296.jpg:undefined,590.jpg:undefined,395.jpg:undefined,897.jpg:undefined,162_trustworthy_4_our.jpg:undefined,","","fcf9b513ac7c8d7fdf03fbc235ae370e","3m6rj9","kompetentna","0"
"2",1,1,2,47,6,1,90.25,NA,NA,NA,89.27,NA,NA,NA,89.27,NA,NA,NA,86.73,NA,NA,NA,86.17,85.89,NA,NA,90.11,NA,NA,NA,70.39,NA,NA,NA,59.41,NA,NA,NA,70.39,NA,NA,NA,91.1,NA,NA,NA,89.55,NA,NA,NA,49.41,NA,NA,NA,65.32,NA,NA,NA,91.24,NA,NA,NA,86.59,NA,NA,NA,38.85,NA,NA,NA,89.55,NA,NA,NA,60.39,NA,NA,NA,90.68,NA,NA,NA,90.82,NA,NA,NA,70.82,NA,NA,NA,49.55,NA,NA,NA,30.82,NA,NA,NA,29.69,NA,NA,NA,37.86,NA,33.77,NA,38.85,NA,NA,NA,70.68,NA,NA,NA,49.55,NA,NA,NA,59.41,NA,NA,NA,90.96,NA,NA,NA,79.27,NA,NA,NA,74.48,NA,NA,NA,85.32,NA,NA,NA,85.04,NA,NA,NA,70.39,NA,NA,NA,65.46,NA,NA,NA,65.32,NA,NA,NA,80.54,NA,NA,NA,53.92,NA,NA,NA,60.82,NA,NA,NA,50.11,NA,NA,NA,49.13,NA,NA,NA,43.77,NA,NA,NA,86.03,NA,NA,NA,70.96,NA,NA,73.77,81.1,NA,NA,NA,74.34,NA,NA,NA,82.93,NA,NA,NA,85.32,NA,NA,NA,91.52,NA,NA,NA,74.34,NA,NA,NA,91.24,NA,NA,NA,71.24,NA,NA,NA,71.52,NA,NA,NA,86.31,NA,NA,NA,90.11,NA,NA,NA,76.03,NA,NA,NA,69.83,NA,NA,NA,85.61,NA,NA,NA,92.23,NA,NA,NA,"ciepło",NA,"przyjazność dla ludzi",2,"","","","https://langtorch.org/static/warmthcompetence/163.jpg","120","84_trustworthy_4_peterson.jpg,236.jpg,773.jpg,802.jpg,678.jpg,945.jpg,170_smart_4_peterson.jpg,271.jpg,426.jpg,980.jpg,40.jpg,290.jpg,53_smart_4_our.jpg,341.jpg,657.jpg,1310_smart_2.jpg,1320_smart_2.jpg,820.jpg,625.jpg,424.jpg,171.jpg,316.jpg,987.jpg,766.jpg,70_smart_4_peterson.jpg,573.jpg,1272_trustworthy_2.jpg,160_trustworthy_4_peterson.jpg,637.jpg,736.jpg,991.jpg,454.jpg,349.jpg,364.jpg,965.jpg,926.jpg,105.jpg,89_smart_4_our.jpg,1284_trustworthy_2.jpg,300.jpg,492.jpg,1292_trustworthy_2.jpg,289.jpg,1329_smart_2.jpg,204.jpg,588.jpg,974.jpg,663.jpg,664.jpg,515.jpg,35.jpg,86_trustworthy_4_our.jpg,931.jpg,949.jpg,85.jpg,296.jpg,590.jpg,395.jpg,897.jpg,162_trustworthy_4_our.jpg,384.jpg,645.jpg,984.jpg,116.jpg,13_smart_4_peterson.jpg,791.jpg,875.jpg,957.jpg,706.jpg,228.jpg,168.jpg,276.jpg,602.jpg,86_trustworthy_4_peterson.jpg,23_smart_4_our.jpg,1340_smart_2.jpg,33_smart_4_our.jpg,1293_smart_2.jpg,164_trustworthy_4_peterson.jpg,173_trustworthy_4_our.jpg,810.jpg,536.jpg,175.jpg,331.jpg,74.jpg,523.jpg,623.jpg,376.jpg,862.jpg,60_trustworthy_4_peterson.jpg,334.jpg,28_trustworthy_4_peterson.jpg,909.jpg,457.jpg,367.jpg,936.jpg,103.jpg,448.jpg,927.jpg,392.jpg,1310_trustworthy_2.jpg,861.jpg,665.jpg,79_smart_4_peterson.jpg,186.jpg,801.jpg,467.jpg,16_trustworthy_4_peterson.jpg,375.jpg,23_smart_4_peterson.jpg,652.jpg,184.jpg,562.jpg,436.jpg,715.jpg,213.jpg,928.jpg,597.jpg,76.jpg,486.jpg,163.jpg,368.jpg,146.jpg,847.jpg,43_trustworthy_4_peterson.jpg,42.jpg,150_smart_4_our.jpg,60_smart_4_our.jpg,1383_trustworthy_2.jpg,1263_trustworthy_2.jpg,910.jpg,520.jpg,89_smart_4_peterson.jpg,682.jpg,274.jpg,976.jpg,1435_trustworthy_2.jpg,788.jpg,584.jpg,251.jpg,187.jpg,893.jpg,785.jpg,544.jpg,8_trustworthy_4_our.jpg,49_smart_4_our.jpg,999.jpg,1464_trustworthy_2.jpg,254.jpg,947.jpg,239.jpg,1383_smart_2.jpg,141.jpg,673.jpg,685.jpg,543.jpg,476.jpg,624.jpg,1309_trustworthy_2.jpg,659.jpg,480.jpg,59_trustworthy_4_peterson.jpg,1300_smart_2.jpg,302.jpg,494.jpg,450.jpg,708.jpg,1421_trustworthy_2.jpg,490.j","","","[""https://langtorch.org/static/warmthcompetence/645.jpg"",""https://langtorch.org/static/warmthcompetence/984.jpg"",""https://langtorch.org/static/warmthcompetence/116.jpg"",""https://langtorch.org/static/warmthcompetence/13_smart_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/791.jpg"",""https://langtorch.org/static/warmthcompetence/875.jpg"",""https://langtorch.org/static/warmthcompetence/957.jpg"",""https://langtorch.org/static/warmthcompetence/706.jpg"",""https://langtorch.org/static/warmthcompetence/228.jpg"",""https://langtorch.org/static/warmthcompetence/168.jpg"",""https://langtorch.org/static/warmthcompetence/276.jpg"",""https://langtorch.org/static/warmthcompetence/602.jpg"",""https://langtorch.org/static/warmthcompetence/86_trustworthy_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/23_smart_4_our.jpg"",""https://langtorch.org/static/warmthcompetence/1340_smart_2.jpg"",""https://langtorch.org/static/warmthcompetence/33_smart_4_our.jpg"",""https://langtorch.org/static/warmthcompetence/1293_smart_2.jpg"",""https://langtorch.org/static/warmthcompetence/164_trustworthy_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/173_trustworthy_4_our.jpg"",""https://langtorch.org/static/warmthcompetence/810.jpg"",""https://langtorch.org/static/warmthcompetence/536.jpg"",""https://langtorch.org/static/warmthcompetence/175.jpg"",""https://langtorch.org/static/warmthcompetence/331.jpg"",""https://langtorch.org/static/warmthcompetence/74.jpg"",""https://langtorch.org/static/warmthcompetence/523.jpg"",""https://langtorch.org/static/warmthcompetence/623.jpg"",""https://langtorch.org/static/warmthcompetence/376.jpg"",""https://langtorch.org/static/warmthcompetence/862.jpg"",""https://langtorch.org/static/warmthcompetence/60_trustworthy_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/334.jpg"",""https://langtorch.org/static/warmthcompetence/28_trustworthy_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/909.jpg"",""https://langtorch.org/static/warmthcompetenc","[""https://langtorch.org/static/warmthcompetence/384.jpg"",""https://langtorch.org/static/warmthcompetence/645.jpg"",""https://langtorch.org/static/warmthcompetence/984.jpg"",""https://langtorch.org/static/warmthcompetence/116.jpg"",""https://langtorch.org/static/warmthcompetence/13_smart_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/791.jpg"",""https://langtorch.org/static/warmthcompetence/875.jpg"",""https://langtorch.org/static/warmthcompetence/957.jpg"",""https://langtorch.org/static/warmthcompetence/706.jpg"",""https://langtorch.org/static/warmthcompetence/228.jpg"",""https://langtorch.org/static/warmthcompetence/168.jpg"",""https://langtorch.org/static/warmthcompetence/276.jpg"",""https://langtorch.org/static/warmthcompetence/602.jpg"",""https://langtorch.org/static/warmthcompetence/86_trustworthy_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/23_smart_4_our.jpg"",""https://langtorch.org/static/warmthcompetence/1340_smart_2.jpg"",""https://langtorch.org/static/warmthcompetence/33_smart_4_our.jpg"",""https://langtorch.org/static/warmthcompetence/1293_smart_2.jpg"",""https://langtorch.org/static/warmthcompetence/164_trustworthy_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/173_trustworthy_4_our.jpg"",""https://langtorch.org/static/warmthcompetence/810.jpg"",""https://langtorch.org/static/warmthcompetence/536.jpg"",""https://langtorch.org/static/warmthcompetence/175.jpg"",""https://langtorch.org/static/warmthcompetence/331.jpg"",""https://langtorch.org/static/warmthcompetence/74.jpg"",""https://langtorch.org/static/warmthcompetence/523.jpg"",""https://langtorch.org/static/warmthcompetence/623.jpg"",""https://langtorch.org/static/warmthcompetence/376.jpg"",""https://langtorch.org/static/warmthcompetence/862.jpg"",""https://langtorch.org/static/warmthcompetence/60_trustworthy_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetence/334.jpg"",""https://langtorch.org/static/warmthcompetence/28_trustworthy_4_peterson.jpg"",""https://langtorch.org/static/warmthcompetenc","https://langtorch.org/static/warmthcompetence/486.jpg","384.jpg:undefined,645.jpg:undefined,984.jpg:undefined,116.jpg:undefined,13_smart_4_peterson.jpg:undefined,791.jpg:undefined,875.jpg:undefined,957.jpg:undefined,706.jpg:undefined,228.jpg:undefined,168.jpg:undefined,276.jpg:undefined,602.jpg:undefined,86_trustworthy_4_peterson.jpg:undefined,23_smart_4_our.jpg:undefined,1340_smart_2.jpg:undefined,33_smart_4_our.jpg:undefined,1293_smart_2.jpg:undefined,164_trustworthy_4_peterson.jpg:undefined,173_trustworthy_4_our.jpg:undefined,810.jpg:undefined,536.jpg:undefined,175.jpg:undefined,331.jpg:undefined,74.jpg:undefined,523.jpg:undefined,623.jpg:undefined,376.jpg:undefined,862.jpg:undefined,60_trustworthy_4_peterson.jpg:undefined,334.jpg:undefined,28_trustworthy_4_peterson.jpg:undefined,909.jpg:undefined,457.jpg:undefined,367.jpg:undefined,936.jpg:undefined,103.jpg:undefined,448.jpg:undefined,927.jpg:undefined,392.jpg:undefined,1310_trustworthy_2.jpg:undefined,861.jpg:undefined,665.jpg:undefined,79_smart_4_peterson.jpg:undefined,186.jpg:undefined,801.jpg:undefined,467.jpg:undefined,16_trustworthy_4_peterson.jpg:undefined,375.jpg:undefined,23_smart_4_peterson.jpg:undefined,652.jpg:undefined,184.jpg:undefined,562.jpg:undefined,436.jpg:undefined,715.jpg:undefined,213.jpg:undefined,928.jpg:undefined,597.jpg:undefined,76.jpg:undefined,486.jpg:undefined,","","d95c58c6b305ca515a9a95497018e18e","3m6rj9","ciepła","1"
