epoch,lr-SGD/pg1,lr-SGD/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
19,,,,2099,0.08984375,-0.10582368075847626,,
,0.009696969697000003,0.009696969697000003,,2149,,,,
19,,,,2149,0.12109375,-0.12327608466148376,,
19,,,,2159,,,0.1080000028014183,-0.11624564230442047
19,,,2.8324999809265137,2159,,,,
,0.009696969697000003,0.009696969697000003,,2199,,,,
20,,,,2199,0.111328125,-0.11811207234859467,,
,0.009696969697000003,0.009696969697000003,,2249,,,,
20,,,,2249,0.130859375,-0.12961643934249878,,
20,,,,2267,,,0.1080000028014183,-0.11702905595302582
20,,,2.8217222690582275,2267,,,,
,0.009696969697000003,0.009696969697000003,,2299,,,,
21,,,,2299,0.095703125,-0.11039257049560547,,
,0.009696969697000003,0.009696969697000003,,2349,,,,
21,,,,2349,0.08984375,-0.10703480243682861,,
21,,,,2375,,,0.1080000028014183,-0.11760419607162476
21,,,2.804527759552002,2375,,,,
,0.009696969697000003,0.009696969697000003,,2399,,,,
22,,,,2399,0.12109375,-0.1245468258857727,,
,0.009696969697000003,0.009696969697000003,,2449,,,,
22,,,,2449,0.123046875,-0.12608517706394196,,
22,,,,2483,,,0.1080000028014183,-0.1181286871433258
22,,,2.819499969482422,2483,,,,
,0.009696969697000003,0.009696969697000003,,2499,,,,
23,,,,2499,0.123046875,-0.12651076912879944,,
,0.009696969697000003,0.009696969697000003,,2549,,,,
23,,,,2549,0.126953125,-0.12882456183433533,,
23,,,,2591,,,0.1080000028014183,-0.11853425204753876
23,,,2.937981367111206,2591,,,,
,0.009696969697000003,0.009696969697000003,,2599,,,,
24,,,,2599,0.095703125,-0.11137767136096954,,
,0.009696969697000003,0.009696969697000003,,2649,,,,
24,,,,2649,0.11328125,-0.12145941704511642,,
,0.009696969697000003,0.009696969697000003,,2699,,,,
24,,,,2699,0.1388888955116272,-0.13602378964424133,,
24,,,,2699,,,0.1080000028014183,-0.11885810643434525
24,,,3.0068888664245605,2699,,,,
,0.009696969697000003,0.009696969697000003,,2749,,,,
25,,,,2749,0.09765625,-0.11199764907360077,,
,0.009696969697000003,0.009696969697000003,,2799,,,,
25,,,,2799,0.11328125,-0.1213359534740448,,
25,,,,2807,,,0.1080000028014183,-0.11906427890062332
25,,,3.145462989807129,2807,,,,
,0.009696969697000003,0.009696969697000003,,2849,,,,
26,,,,2849,0.12890625,-0.13065198063850403,,
,0.009696969697000003,0.009696969697000003,,2899,,,,
26,,,,2899,0.13671875,-0.13573551177978516,,
26,,,,2915,,,0.1080000028014183,-0.11924710869789124
26,,,2.957796335220337,2915,,,,
,0.009696969697000003,0.009696969697000003,,2949,,,,
27,,,,2949,0.1015625,-0.11584116518497467,,
,0.009696969697000003,0.009696969697000003,,2999,,,,
27,,,,2999,0.115234375,-0.12317376583814621,,
27,,,,3023,,,0.1080000028014183,-0.11937275528907776
27,,,3.392296314239502,3023,,,,
,0.009696969697000003,0.009696969697000003,,3049,,,,
28,,,,3049,0.1328125,-0.1344323456287384,,
,0.009696969697000003,0.009696969697000003,,3099,,,,
28,,,,3099,0.09375,-0.11025373637676239,,
28,,,,3131,,,0.1080000028014183,-0.11952165514230728
28,,,2.798676013946533,3131,,,,
,0.009696969697000003,0.009696969697000003,,3149,,,,
29,,,,3149,0.07421875,-0.09958495199680328,,
,0.009696969697000003,0.009696969697000003,,3199,,,,
29,,,,3199,0.1015625,-0.11586202681064606,,
29,,,,3239,,,0.1080000028014183,-0.11957723647356033
29,,,3.2346017360687256,3239,,,,
