photo,Theta,sigma,n
227.jpg,0.34740401392594633,0.6188170444035849,40
228.jpg,0.30024654231949466,0.6565576239419002,36
229.jpg,0.4244631351784169,0.5571134119693961,38
23.jpg,0.38526988761729997,0.5884862068622394,44
230.jpg,0.3480730331664838,0.6182692510412032,36
231.jpg,-0.26884250289759887,1.119833966512134,35
232.jpg,-3.2396968564176136,3.491915336215811,41
233.jpg,0.4606726608471169,0.5280997717952959,38
234.jpg,0.387332618606235,0.5868569035480024,39
235.jpg,-1.1381565372985885,1.8162671159818033,38
236.jpg,0.37535373647659925,0.5964325960864765,36
237.jpg,0.3545872517404284,0.613061501779213,38
238.jpg,0.4050707041752175,0.5726618177695956,32
239.jpg,0.33652534031874415,0.6275142862829655,35
24.jpg,0.5050200303173471,0.49255950604137594,44
240.jpg,0.3622464753544753,0.606932704380256,34
241.jpg,0.3784167330133915,0.5939718095185961,35
242.jpg,0.4115494380887207,0.5674552718720951,34
243.jpg,-2.832016318219252,3.1645193913300202,34
244.jpg,0.2894775411582704,0.6652051971563749,33
245.jpg,0.3300701486757784,0.6326856359082154,35
246.jpg,0.2914949089469247,0.6635845780910997,34
247.jpg,0.26887337519529814,0.6816787915644987,35
248.jpg,0.3670096707708568,0.6031227355513608,38
249.jpg,0.27481163778128165,0.6769316949223163,37
25.jpg,0.3990336969287235,0.5774706376772517,44
250.jpg,0.3097265730681253,0.6489648715164427,35
251.jpg,0.3074941860263416,0.6507625898561185,41
252.jpg,-0.39370383561759675,1.217742235319093,33
253.jpg,0.45765353368356576,0.5305292315181516,35
254.jpg,0.4242782801627774,0.557278037799668,35
255.jpg,0.2696816081914803,0.681085029461678,36
256.jpg,0.22252915239782045,0.7188774250300396,37
257.jpg,-3.784363447600535,3.9265069017182577,38
258.jpg,0.35232882823912076,0.614951830664129,34
259.jpg,0.2467353918168137,0.69943102824973,36
26.jpg,0.2833920836664557,0.6701424622342584,40
260.jpg,0.3179035402159519,0.6424133023642694,39
261.jpg,-0.6558901795495187,1.4276521272656595,35
262.jpg,-1.31052237691733,1.948353666111148,33
263.jpg,-0.35286270752255816,1.1838611712346065,38
264.jpg,-1.675414402868428,2.244407700069362,40
265.jpg,0.28949986470332745,0.6651567761715389,37
266.jpg,0.3058493343150638,0.6520776685689512,33
267.jpg,0.09955148546446121,0.821276740063657,33
268.jpg,0.34893698647493604,0.6175844529302419,34
269.jpg,0.29453964155851037,0.6611383535695793,40
27.jpg,0.34747671741023095,0.6187501822815923,38
270.jpg,0.27958512603095603,0.6731207726806335,38
271.jpg,0.34269542868780206,0.6225787920263816,36
272.jpg,0.44807014232739156,0.5382208955320478,35
273.jpg,0.315290558582161,0.6445264383244506,36
274.jpg,0.38671818670448743,0.587343244650147,32
275.jpg,0.3280980590590105,0.6342766751632405,37
276.jpg,0.3246720412823405,0.6370220638125379,37
277.jpg,0.30356988206436697,0.6538888335472282,38
278.jpg,0.4388746407150783,0.5455874191357636,37
279.jpg,0.39696679353399084,0.579128794048562,35
28.jpg,0.31282316353258754,0.6464815797333131,41
280.jpg,0.3944420295619665,0.5811700272987023,36
281.jpg,0.2821234859619048,0.6710635139330546,41
282.jpg,0.30609840581515263,0.6518790712756162,35
283.jpg,0.4517311662406856,0.5352763332714064,35
284.jpg,0.08641439611562221,0.8288551941667853,39
285.jpg,0.042442607669502,0.86445387435172,35
286.jpg,-0.8050119832868265,1.5426489603718492,36
287.jpg,0.42098962859238387,0.5599025578869726,35
288.jpg,0.3412137409855905,0.6237559916364007,36
289.jpg,0.29322365226155855,0.6622468159804358,41
29.jpg,0.3313776134239382,0.6316392022050721,45
290.jpg,0.4430808815628291,0.5422012386372156,34
291.jpg,0.3355815718926576,0.6282771460560583,35
292.jpg,0.3805079981141442,0.592365887360679,36
293.jpg,0.40569402965375423,0.5721543216393226,35
294.jpg,0.2850333717221074,0.6687571249286114,37
295.jpg,0.3728877956216693,0.5984263571875286,35
296.jpg,0.33657807961174524,0.627475668566794,34
297.jpg,0.32430771348718823,0.6372992870672446,41
298.jpg,-2.345709906368552,2.779597862182481,33
299.jpg,0.4192846188139848,0.5612783148372877,39
3.jpg,0.4388693160554288,0.5455669222973213,51
30.jpg,0.4081191172766187,0.5702297422902323,41
300.jpg,0.45887254744550615,0.5295630505569584,35
301.jpg,0.3223939300938232,0.6388296293188538,37
302.jpg,0.4650499134726769,0.5246145844631254,34
303.jpg,0.26586300803487034,0.6843153535878816,35
304.jpg,0.48457290506694295,0.5089649959173975,37
305.jpg,0.22593854582981393,0.7163479171278719,37
306.jpg,0.35943734659956367,0.6091676555751894,37
307.jpg,0.286660495542179,0.6674246846679703,34
308.jpg,0.3210432873320111,0.6399014772660567,34
309.jpg,0.491168391925285,0.5036813957668623,36
31.jpg,0.47619358283432794,0.515671077086313,45
310.jpg,0.47962479283002357,0.5129272120573872,38
311.jpg,0.4132785903300298,0.5660948846118822,35
312.jpg,0.25398851149140667,0.6937563589325159,33
313.jpg,0.3524998086493821,0.6147184378249801,36
314.jpg,0.38223695833709453,0.590926943646502,39
315.jpg,0.33597120456927293,0.627968588698679,38
316.jpg,0.34950074282987625,0.6171416803829892,37
317.jpg,-2.960074262508629,3.2685254280035485,37
318.jpg,0.34189470551808887,0.6232628300333192,39
319.jpg,-4.130348672858329,4.201943828707524,37
32.jpg,0.29264379336366036,0.6628168292584748,43
320.jpg,-0.07277024461898052,0.9628724012779829,37
321.jpg,0.4987562610751795,0.4975869349619357,36
322.jpg,0.34271000724807804,0.6225776708316537,44
323.jpg,0.4142978052215922,0.5652432156063519,38
324.jpg,0.36363501969827905,0.6058430601800139,41
325.jpg,0.2743478594743784,0.6772855579336358,38
326.jpg,0.4570993329819263,0.5310086965660827,36
327.jpg,-1.805870049764875,2.347634856658499,36
328.jpg,0.4155234506163548,0.5643109287677457,39
329.jpg,-2.654386886092411,3.024884363489737,36
33.jpg,-4.057660513315166,4.144913895586351,45
330.jpg,0.3378893623059067,0.6264443038697304,40
331.jpg,0.3277944727458062,0.6345038058698208,41
332.jpg,0.28502673293097003,0.6687663538138365,38
333.jpg,0.3454257492658998,0.620383885947632,40
334.jpg,0.3349350226441381,0.6287869587714043,43
335.jpg,0.35512558860567495,0.612633404566481,42
336.jpg,-4.106239642346369,4.182750560961245,40
337.jpg,0.4219532218981147,0.5591164294524237,42
338.jpg,0.333733297538471,0.6297511403456626,42
339.jpg,0.33348769451350846,0.6299521516825846,40
34.jpg,0.314235365706036,0.6453777443998143,46
340.jpg,0.5037932847452486,0.4935474237567488,40
341.jpg,0.4354957935137223,0.5482725827892662,38
342.jpg,0.34721892096668794,0.6189647502645074,34
343.jpg,-3.4573079512829827,3.6675674166230166,39
344.jpg,-4.041888215913475,4.133146890389134,37
345.jpg,0.361435711901626,0.607580056469186,35
346.jpg,0.31357605436340213,0.6458762614835115,33
347.jpg,0.332507253540683,0.6307406419920207,36
348.jpg,0.36344215470722296,0.6060101473667656,39
349.jpg,0.39989702092256835,0.5768005262705677,36
35.jpg,0.37561071871793195,0.5962324565041764,43
350.jpg,0.34357830783931015,0.6218901732214255,37
351.jpg,0.270268885866458,0.6806160991973461,39
352.jpg,0.47579454742041133,0.5159891849733333,35
353.jpg,-4.37136670855079,4.394057990811459,36
354.jpg,0.27709743170924506,0.6751912112536944,34
355.jpg,0.333838527985395,0.6296706566884577,36
356.jpg,0.332208625260572,0.6309610246459411,37
357.jpg,-3.4576573242396345,3.667073332250052,39
358.jpg,0.26909174455428875,0.6814816091623381,38
359.jpg,-2.6797055372986107,3.0459141114095294,38
36.jpg,0.3801469709894941,0.5926157319339073,43
360.jpg,0.3557596941717959,0.6121347018553946,36
361.jpg,0.4076786677277349,0.5705546095944365,37
362.jpg,0.3892732719513003,0.5853247058320223,37
363.jpg,0.35800741783390677,0.6103264305757339,40
364.jpg,0.38448796461581647,0.5891283227130537,35
365.jpg,0.26911991512532385,0.6815581195735421,41
366.jpg,0.3771586307808764,0.5949961330998348,40
367.jpg,0.29046417715315187,0.6643834068516313,43
368.jpg,0.2976097500414517,0.6586790958123183,38
369.jpg,0.3155665183749533,0.6442848684920311,34
37.jpg,-3.6174157713955863,3.792589591045751,45
370.jpg,0.4206920425180334,0.5601283082646635,40
371.jpg,0.3096525575940105,0.6490436326288627,36
372.jpg,0.34962536270963546,0.6170266247514231,39
373.jpg,0.2856099173226724,0.668270457041683,37
374.jpg,0.330195425361207,0.6325779076205365,34
375.jpg,0.4407841954458153,0.5440362471912942,34
376.jpg,0.3262033821031556,0.6357781791669495,34
377.jpg,0.4089117878107977,0.569577613974114,32
378.jpg,0.28185730712348117,0.6713071971352521,36
379.jpg,0.3065615124134742,0.6514850583641207,38
38.jpg,0.39696324473205014,0.5791433634060899,43
380.jpg,0.20866299649639533,0.7300791678952712,34
381.jpg,0.4997223238007084,0.49681777852629777,37
382.jpg,0.3586199483240357,0.6098519383975177,41
383.jpg,0.3691865937447847,0.6013619645904311,39
384.jpg,0.38529224338078993,0.5884921199716393,37
385.jpg,0.495394585216005,0.5002799109380502,41
386.jpg,0.38886911054608586,0.5856166412051769,35
387.jpg,0.39419465410943233,0.581374208380429,34
388.jpg,0.33387412594113497,0.6296335424722102,39
389.jpg,0.30794471364161635,0.6503972218293149,35
39.jpg,0.3516961709098946,0.6153769925154026,44
390.jpg,0.32012967909525425,0.6406368683806823,36
391.jpg,0.3057492937670757,0.6521410116006041,36
392.jpg,0.3165437251900117,0.6435207049841248,38
393.jpg,0.18798174290862352,0.7474866199599908,39
394.jpg,0.39039538674412233,0.5844122827251452,40
395.jpg,0.27263105285334616,0.6786831899843686,39
396.jpg,0.3256953256828182,0.636199006069958,37
397.jpg,-3.688520597820634,3.848566643688079,35
398.jpg,-0.2818380764033375,1.1260448644284426,35
399.jpg,0.3552645474542033,0.612546491666245,37
4.jpg,0.2520898039404506,0.6953834737681867,45
40.jpg,0.40973089134611146,0.5689006327070272,40
400.jpg,0.31368045363763436,0.6458270696405969,38
401.jpg,0.4593992869176449,0.5291316977634184,36
402.jpg,0.31311632746647733,0.6462574089134074,42
403.jpg,0.42207518866724175,0.5590091345376899,43
404.jpg,0.3207912692844908,0.6401090616515579,40
405.jpg,0.3761385138047135,0.5958058708798893,42
406.jpg,-2.5297380513840024,2.924374298137534,38
407.jpg,0.40916274442108064,0.5693655326065458,35
408.jpg,0.3478113665454744,0.6184744221170284,37
409.jpg,0.2968781524935716,0.6592494183792745,39
41.jpg,0.3596756306152343,0.6089895384995474,39
410.jpg,0.33092618562638315,0.6319973433690796,39
411.jpg,0.377073435644345,0.5950918764852661,36
412.jpg,0.38455154198804264,0.589083942089707,35
413.jpg,0.318499944195097,0.6419424283577804,37
414.jpg,0.28331677416841283,0.67010832469787,37
415.jpg,0.29997389931860885,0.6570184884336976,40
416.jpg,0.3307809489479115,0.6321103309079205,38
417.jpg,0.3246217530196456,0.6370541379277729,37
418.jpg,-0.43749648709401207,1.2508915672811405,41
419.jpg,-1.2105643805333361,1.8697382959905227,36
42.jpg,0.332679002683571,0.6305919846747631,46
420.jpg,0.3260136488469235,0.6359588276983854,39
421.jpg,0.3855994572509547,0.588267629399623,37
422.jpg,0.31314199170972645,0.6462427909058158,41
423.jpg,0.43083045087957544,0.5520282364843715,37
424.jpg,0.49497668414005697,0.5006148592076396,36
425.jpg,-1.958126459258016,2.4708138229557735,42
426.jpg,0.38286619131371014,0.5904295898838414,38
427.jpg,0.5007591488710369,0.49597553416355117,38
428.jpg,0.47154558497450694,0.5194214923119982,37
429.jpg,-2.404003434200808,2.823140535141945,38
43.jpg,0.35936892054680325,0.6092340373778463,40
430.jpg,-1.928070236512959,2.4458169527402283,40
431.jpg,-0.5172290729361558,1.3155243984203446,40
432.jpg,0.011935862442750047,0.8910246197566903,39
433.jpg,0.37391876285051295,0.5975893646383771,36
434.jpg,0.2918135743326486,0.6633086243545765,37
435.jpg,0.35070065190606425,0.6161560294954908,38
436.jpg,0.4574654730887681,0.5307418803181825,39
437.jpg,0.42240873524241096,0.558758990655141,37
438.jpg,0.35481292523965924,0.6128797186996523,40
439.jpg,0.2869120043310373,0.6672332705781497,37
44.jpg,0.24771778768897537,0.6988367568600005,44
440.jpg,-2.7278000874779575,3.084084710897294,39
441.jpg,0.296887034209937,0.659236055079487,38
442.jpg,-1.8534847485781898,2.3839291404135685,36
443.jpg,0.39041248454962435,0.5844097644776695,39
444.jpg,0.30194712963887704,0.6553235545584638,34
445.jpg,0.31780467905064946,0.6424891174508599,38
446.jpg,0.43241426171767205,0.5507454884111632,33
447.jpg,0.44197727248917545,0.5431151641935877,39
448.jpg,0.411070543417267,0.5678650277360013,34
449.jpg,-3.558281609370898,3.745636649674138,34
45.jpg,0.3249954448642723,0.636740017357657,41
450.jpg,0.32193192861552977,0.6391894278261839,39
451.jpg,0.39189021894157294,0.5832402347108285,34
452.jpg,0.30317450923181033,0.6542371829826362,35
453.jpg,-3.6798899993496184,3.8458833907292904,34
454.jpg,0.2551896189934917,0.6926563190520386,33
455.jpg,0.34312129364611255,0.622259445964567,35
456.jpg,0.3013322333422798,0.6557029832688319,34
457.jpg,0.28378528866804026,0.6697440487265853,36
458.jpg,0.3118735528220838,0.6472789518020188,38
459.jpg,0.4071559345165476,0.5709777227413615,37
46.jpg,0.2754903045850991,0.676371431860178,44
460.jpg,0.26482146684318425,0.6849225634289039,33
461.jpg,0.46718911068792857,0.5228985168029189,35
462.jpg,0.2714626472003005,0.6796358742539582,33
463.jpg,0.434801207571735,0.548854947783388,34
464.jpg,0.42669027498433754,0.5553231481329464,36
465.jpg,0.4201830329708221,0.560529417248052,34
466.jpg,0.3242200384990796,0.6373613829146149,35
467.jpg,0.38903703772150094,0.5854954963079363,39
468.jpg,0.3726623743767087,0.5986000981646922,35
469.jpg,0.00672448830778693,0.8936296745271026,37
47.jpg,-1.4743471894358005,2.0809849643281426,45
470.jpg,-1.7466554369910654,2.29925607000084,37
471.jpg,0.38011531676191296,0.5926798154397694,36
472.jpg,0.33031308528818054,0.632484714141288,38
473.jpg,-0.689093648746995,1.4527075721307918,38
474.jpg,0.3773320675034724,0.5948809865355857,34
475.jpg,0.24473382094437468,0.7011623297537106,35
476.jpg,0.3835697243567145,0.5898675921588702,38
477.jpg,0.33496130234502275,0.6287652667295974,37
478.jpg,0.33778533921803955,0.6264962918839666,39
479.jpg,0.3351732700381443,0.628605919734664,38
48.jpg,0.43946884772998585,0.5450809192469882,47
480.jpg,0.48199430519253905,0.5110232566008208,34
481.jpg,0.33589592214348085,0.6280437909235206,36
482.jpg,0.4921440860353655,0.5028803212400828,37
483.jpg,0.350811829301159,0.6160659882463738,35
484.jpg,0.3256292264959601,0.6362323466654386,38
485.jpg,0.3901710206318316,0.5845747144431314,38
486.jpg,0.4448511148651124,0.54077691877351,36
487.jpg,0.2648481169785158,0.6849865882157558,36
488.jpg,0.3366428316351882,0.6274169383370541,38
489.jpg,-3.2069158502680497,3.465116546052289,35
49.jpg,0.30370272019231465,0.6537837248699381,44
490.jpg,0.22853066072366002,0.7144999095683373,38
491.jpg,0.31295479472739574,0.6463858830269882,37
492.jpg,0.34393299419146706,0.6215825616455598,39
493.jpg,-2.0007102183045857,2.501114921273384,43
494.jpg,0.26478798656047337,0.6849493755961087,37
495.jpg,0.4256142524371179,0.5561903047929907,37
496.jpg,0.2814969157926207,0.6718721106735739,34
497.jpg,0.22176926618203896,0.7200958716979141,41
498.jpg,0.3265659190885074,0.6354980440058046,40
499.jpg,0.3053678455951829,0.6524493010523621,40
5.jpg,0.39761388709536466,0.5786142249594873,43
50.jpg,0.30203209767458716,0.6551334514819553,39
500.jpg,0.40377964432305197,0.5736703790407464,46
501.jpg,0.3094482765103093,0.6491912010387539,42
502.jpg,0.3865716236664499,0.5874638867633603,43
503.jpg,0.36578253741853894,0.6040891969278293,41
504.jpg,0.32889346511465883,0.6336144832158906,37
505.jpg,0.28913374022503835,0.6654498788470548,45
506.jpg,-3.6779330879567484,3.8404810705833774,39
507.jpg,0.40598777199699826,0.5719023329537726,43
508.jpg,0.31494134662326745,0.6447948130525826,44
509.jpg,0.47639334434584407,0.515510720589374,40
51.jpg,0.2881489031105634,0.6662485057615785,40
510.jpg,0.27185540984444784,0.6792893324210437,42
511.jpg,0.17582256305686125,0.7569274617856703,37
512.jpg,0.4171886285893318,0.5629375681032937,45
513.jpg,0.3970855792754643,0.5790295650998489,43
514.jpg,0.33980189417430423,0.624886236677117,44
515.jpg,0.29229041947072426,0.6629129402908852,40
516.jpg,0.4047414297929111,0.5729070280692438,42
517.jpg,0.34560984261169503,0.6202358068355263,41
518.jpg,0.499668293365913,0.49685841158259064,46
519.jpg,0.3080778945067193,0.6502984798603901,39
52.jpg,0.3576405123765964,0.6106242260710129,44
520.jpg,0.1651015682999421,0.7670090957993172,44
521.jpg,0.488574775936708,0.5057397470602453,38
522.jpg,0.4674974056160957,0.5226312301993385,35
523.jpg,0.3898702339004513,0.5848404393105057,36
524.jpg,0.3715472567243121,0.5994806957776306,35
525.jpg,0.33041846384538187,0.6325293560760079,34
526.jpg,0.3414817448825818,0.6235551950083368,35
527.jpg,0.3694406161937247,0.6011700551270287,36
528.jpg,0.29134818974754073,0.663681146026221,33
529.jpg,0.4593085834189486,0.5292137857815563,39
53.jpg,-0.48943470928977917,1.2951436290441818,44
530.jpg,0.35444302930102334,0.6131780078819854,34
531.jpg,0.4732733825222697,0.5179950453718878,33
532.jpg,-3.339429878968556,3.5709708446066117,40
533.jpg,0.3283885759770151,0.6340314940009669,38
534.jpg,0.2799298385534101,0.672863818033239,35
535.jpg,0.3491256492714826,0.6174336311067482,39
536.jpg,0.35749595234563264,0.6107353092005025,35
537.jpg,0.38636090300970355,0.5876207824935601,34
538.jpg,0.36015785764081587,0.6086152992850212,38
539.jpg,0.3322009891029477,0.6309692313815741,39
54.jpg,0.28594904799924825,0.6680387872257112,43
540.jpg,0.27616769951364817,0.6758216605862912,35
541.jpg,0.3992362758906276,0.5773637088366861,39
542.jpg,-0.16530151453735079,1.0321180103441023,47
543.jpg,0.26395141080634515,0.6856727924667346,44
544.jpg,0.4779314337182667,0.5143100238200548,43
545.jpg,0.22605668503040624,0.719302358245388,37
546.jpg,0.26051318061358175,0.6883941965181908,38
547.jpg,-2.3375374782456793,2.773747558722347,37
548.jpg,0.3861183517736251,0.5878078289778549,34
549.jpg,0.3287524085137783,0.6337520667045493,38
55.jpg,-0.6480120444237972,1.4187873667984934,44
550.jpg,0.4658782041226849,0.5239236218538654,38
551.jpg,0.2725086776014394,0.6787783705737053,32
552.jpg,-0.8966113054566738,1.616391195170708,38
553.jpg,0.3369888716431959,0.6271457246426527,34
554.jpg,0.36035587469964614,0.6084413732698334,34
555.jpg,0.35953602276445645,0.6091209216967913,38
556.jpg,0.4165712784027099,0.5634258392520664,34
557.jpg,0.33408573652954116,0.6294672904705229,38
558.jpg,0.3859607605516012,0.587948911646735,37
559.jpg,0.2643552111337235,0.6853462109853902,37
56.jpg,0.3227192440272659,0.6385737907013289,41
560.jpg,0.3559799169973774,0.6119329100572165,39
561.jpg,0.3073718068426479,0.6508506276420932,38
562.jpg,0.3800075466281475,0.592719300729866,32
563.jpg,0.4189053288241133,0.5615637514034537,35
564.jpg,0.42172155547096396,0.5593050821462238,37
565.jpg,0.31991460840088726,0.6408214546166642,34
566.jpg,0.2568209319282244,0.6916026636464407,34
567.jpg,0.07781510777746906,0.8351894302618862,36
568.jpg,0.37203651987908143,0.5991114230338153,37
569.jpg,0.31462391632924325,0.6450455399953403,40
57.jpg,-1.0417758136164061,1.735712767456737,40
570.jpg,0.30085649503681444,0.6560706341998334,40
571.jpg,0.3774974013476856,0.5947426338272814,35
572.jpg,0.4380507125599293,0.5462387700913195,31
573.jpg,0.35125264765787173,0.6157463707472892,50
574.jpg,0.34832264258726814,0.618083447181015,44
575.jpg,0.29936288930335275,0.6572683647059562,46
576.jpg,-1.7746264593877394,2.321322632237098,44
577.jpg,0.28104583504330405,0.6719203071973965,39
578.jpg,-4.21793780798168,4.271265377857171,41
579.jpg,0.33621044738857014,0.6277613724886779,44
58.jpg,0.3412991041293618,0.6236982704186336,42
580.jpg,0.4081191377833652,0.5701995547977504,42
